,암호화카드번호,버스노선ID1,버스노선ID2,버스노선ID3,버스노선ID4,버스노선ID5,총통행거리,총탑승시간,총소요시간,승차역ID1,승차역ID2,승차역ID3,승차역ID4,승차역ID5,하차역ID1,하차역ID2,하차역ID3,하차역ID4,하차역ID5,최초승차일시,최종하차일시,최초승차역ID,최종하차역ID,총이용금액,수집건수,총이용객수,사용자구분
365,900452689533,32-4,5,720-1,,,30870,80,80,4120515.0,4122214.0,4108044.0,,,,,,,,20180701115128,20180701133210 ,4120515.0,4150172.0,1270,3,1,4
367,100072974205,51,116-3,720-1,,,21800,61,61,4100562.0,4170123.0,4100650.0,,,,,,,,20180701094810,20180701112928 ,4100562.0,4100562.0,1550,3,1,1
369,900468830212,9,2007,2-2,,,39490,76,76,4110220.0,4199895.0,4116760.0,,,,,,,,20180701083022,20180701095630 ,4110220.0,4116907.0,2600,3,1,1
370,900468830212,11-1,2007,50,,,35990,64,64,4116906.0,4195718.0,4150650.0,,,,,,,,20180701104200,20180701120733 ,4116906.0,4110115.0,2600,3,1,1
372,900511532142,38,301,2007,,,48870,86,86,4130354.0,4102820.0,4116760.0,,,,,,,,20180701130546,20180701145123 ,4130354.0,4100164.0,5600,3,2,1
373,900511532928,92-1,707,61,,,32180,64,64,4108054.0,4122215.0,4160397.0,,,,,,,,20180701052517,20180701064850 ,4108054.0,4170215.0,2150,3,1,1
374,900511535006,708,300,3002,,,26160,67,67,4120438.0,4100048.0,4100083.0,,,,,,,,20180701173343,20180701185230 ,4120438.0,4151658.0,2400,3,1,1
376,900525792224,3,34-1,13-5,,,16050,39,39,4108212.0,4116883.0,4106798.0,,,,,,,,20180701051926,20180701062602 ,4108212.0,4179364.0,1450,3,1,1
378,900525792224,720-2,99,13-5,,,13490,37,37,4116678.0,4108036.0,4106798.0,,,,,,,,20180701201500,20180701220012 ,4116678.0,4108101.0,1350,3,1,1
382,900526789794,M4403,708,92-1,,,36930,45,45,4151640.0,4197552.0,4199455.0,,,,,,,,20180701210352,20180701220144 ,4151640.0,4197592.0,2600,3,1,1
386,900030463300,720-3,27,720-1,,,6250,21,21,4116880.0,4116888.0,4116899.0,,,,,,,,20180701135905,20180701143850 ,4116880.0,4116807.0,1250,3,1,1
388,100073573777,62-1,99,720-1,,,5680,20,20,4160359.0,4116895.0,4116807.0,,,,,,,,20180701080923,20180701084437 ,4160359.0,4116828.0,1250,3,1,1
392,900027605258,110,2,8,,,51450,136,136,7101924.0,4110737.0,4100022.0,,,,,,,,20180701125520,20180701154051 ,7101924.0,4107668.0,2150,3,1,1
393,900461265068,301,300,701,,,27880,65,65,4103623.0,4103593.0,4151651.0,,,,,,,,20180701100950,20180701113801 ,4103623.0,4197591.0,2050,3,1,1
394,100474758366,700-2,777,52-1,,,21950,54,54,4111744.0,4113658.0,4103688.0,,,,,,,,20180701052539,20180701063130 ,4111744.0,4150671.0,1550,3,1,1
396,900352226542,62-1,720-1,13-4,,,1200,3,3,4116920.0,4116895.0,4116899.0,,,,,,,,20180701140604,20180701141300 ,4116920.0,,1250,3,1,1
397,900399586210,301,700-2,32-4,,,26220,67,67,4108134.0,4100113.0,4116983.0,,,,,,,,20180701101250,20180701112925 ,4108134.0,4120516.0,1650,3,1,1
398,900399607337,700-2,3007,82-1,,,13180,43,43,4111753.0,4179317.0,4170112.0,,,,,,,,20180701173834,20180701183317 ,4111753.0,4100090.0,2400,3,1,1
402,100519610238,13-1,1112,16,,,37740,61,61,4108218.0,4116882.0,4199201.0,,,,,,,,20180701065548,20180701080835 ,4108218.0,4103151.0,2600,3,1,1
403,100519610318,99,30,32-3,,,26340,61,61,4100126.0,4160281.0,4116983.0,,,,,,,,20180701145226,20180701160142 ,4100126.0,4130267.0,1650,3,1,1
406,900198540099,82-1,900,13,,,10310,34,34,4116998.0,4108106.0,4170093.0,,,,,,,,20180701103407,20180701111218 ,4116998.0,4199723.0,1350,3,1,1
407,900470815418,301,300,700-2,,,19790,56,56,4103625.0,4100057.0,4116810.0,,,,,,,,20180701223822,20180701235230 ,4103625.0,4150136.0,2050,3,1,1
408,900470831800,25,112,37,,,16220,45,45,4117367.0,4108071.0,4116717.0,,,,,,,,20180701111817,20180701123112 ,4117367.0,4108126.0,1450,3,1,1
410,900470885408,34,13-1,8,,,8890,34,34,4101533.0,4116943.0,4106798.0,,,,,,,,20180701181525,20180701190348 ,4101533.0,4170342.0,1250,3,1,1
412,900498360572,720-1,250,220,,,7750,22,22,4111813.0,4100650.0,4135067.0,,,,,,,,20180701080537,20180701083704 ,4111813.0,4179224.0,1250,3,1,1
413,900498360572,220,720-1,700-2,,,5820,15,15,4110163.0,4100646.0,4135037.0,,,,,,,,20180701200000,20180701202750 ,4110163.0,4111823.0,1250,3,1,1
414,900498361770,112,2-1,13-1,,,5420,17,17,4170101.0,4116759.0,4116851.0,,,,,,,,20180701141413,20180701145155 ,4170101.0,4160316.0,1250,3,1,1
416,900454688884,112,27,32-3,,,10580,36,36,4108173.0,4108183.0,4116837.0,,,,,,,,20180701123631,20180701131840 ,4108173.0,4122332.0,1350,3,1,1
417,900526790142,720-2,82-1,27,,,5350,17,17,4112031.0,4116922.0,4108069.0,,,,,,,,20180701211838,20180701220033 ,4112031.0,4170099.0,1250,3,1,1
418,900025165874,8,34-1,700-2,,,12090,31,31,4114351.0,4130130.0,4170918.0,,,,,,,,20180701172858,20180701180943 ,4114351.0,4117032.0,1350,3,1,1
421,100032553025,34,700-2,720-2,,,13320,31,31,4116670.0,4117231.0,4116671.0,,,,,,,,20180701214359,20180701223340 ,4116670.0,4107930.0,1350,3,1,1
422,100032567666,92,64,900,,,28350,70,70,4105378.0,4108159.0,4112024.0,,,,,,,,20180701115201,20180701131753 ,4105378.0,4195604.0,1650,3,1,1
423,100032574041,701,301,1004,,,51470,90,90,4197604.0,4100048.0,4120048.0,,,,,,,,20180701125047,20180701143155 ,4197604.0,4102843.0,2550,3,1,1
424,900340305835,2-1,10,4-1,,,9030,27,27,4116757.0,4107933.0,4111872.0,,,,,,,,20180701152115,20180701155842 ,4116757.0,4116943.0,1250,3,1,1
427,100034137313,400-4,3,700-2,,,4530,13,13,8009290.0,4108071.0,4170100.0,,,,,,,,20180701145100,20180701153511 ,8009290.0,4116828.0,1250,3,1,1
431,900200780535,13-5,909,77,,,26940,71,71,4108039.0,4122215.0,4101846.0,,,,,,,,20180701082627,20180701095811 ,4108039.0,4102174.0,2050,3,1,1
437,900474798175,98,7-2,34-1,,,3500,12,12,4108041.0,4170107.0,4116882.0,,,,,,,,20180701235140,20180702001719 ,4108041.0,4116879.0,1250,3,1,1
441,900366086996,55,110,11-1,,,12770,31,31,4102153.0,4105297.0,4117297.0,,,,,,,,20180701171654,20180701181224 ,4102153.0,4117258.0,2050,3,1,1
449,900450931052,720-1,62-1,720-1,,,11590,29,29,4116806.0,4116897.0,4108044.0,,,,,,,,20180701055430,20180701064145 ,4116806.0,4150172.0,1350,3,1,1
450,900498002820,13-1,9-1,11,,,3500,9,9,4116965.0,4105382.0,4107930.0,,,,,,,,20180701072735,20180701074327 ,4116965.0,4107936.0,1250,3,1,1
452,900025501014,82-1,7-1,64,,,15770,47,47,4116922.0,4122214.0,4108111.0,,,,,,,,20180701210329,20180701230001 ,4116922.0,4130085.0,1450,3,1,1
455,900399471993,700-2,62-1,900,,,23370,57,57,4116809.0,4107937.0,4108130.0,,,,,,,,20180701110915,20180701120908 ,4116809.0,4195614.0,1550,3,1,1
457,900131235329,720-1,720-2,88-1,,,6680,21,21,4116879.0,4170113.0,4116798.0,,,,,,,,20180701082110,20180701085206 ,4116879.0,4112032.0,1250,3,1,1
458,900133981061,720-1,3007,9303,,,54450,84,84,4170113.0,4170105.0,4116654.0,,,,,,,,20180701214234,20180701232520 ,4170113.0,4118693.0,2900,3,1,1
459,900523440629,88,720-2,660,,,18730,61,61,4117070.0,4107928.0,4111851.0,,,,,,,,20180701170146,20180701183013 ,4117070.0,4196044.0,1450,3,1,1
460,900518206115,88,60,7-2,,,9650,30,30,4116724.0,4107940.0,4150139.0,,,,,,,,20180701080852,20180701084602 ,4116724.0,4150142.0,1250,3,1,1
462,900499207776,98,34,5100,,,43830,72,72,4199603.0,4108041.0,4116927.0,,,,,,,,20180701145401,20180701162211 ,4199603.0,4116505.0,2700,3,1,1
463,900499520488,34,73,13-5,,,8250,29,29,4116691.0,4151651.0,4100050.0,,,,,,,,20180701055326,20180701064732 ,4116691.0,4170255.0,1250,3,1,1
467,900025859197,62-1,98,112,,,4720,14,14,4100127.0,4170100.0,4116759.0,,,,,,,,20180701160550,20180701162247 ,4100127.0,4179340.0,1250,3,1,1
469,900025868546,13-1,202,7000,,,6120,18,18,4108087.0,4108050.0,4116899.0,,,,,,,,20180701101428,20180701103933 ,4108087.0,4116828.0,2400,3,1,1
470,900088122958,92,301,62-1,,,3690,12,12,4108150.0,4108138.0,4108183.0,,,,,,,,20180701114504,20180701120121 ,4108150.0,4170101.0,1250,3,1,1
473,100504244357,60,720-1,51,,,6800,18,18,4100434.0,4110255.0,4100565.0,,,,,,,,20180701044926,20180701052924 ,4100434.0,4100657.0,1250,3,1,1
474,100504250798,11-1,92,13,,,7580,30,30,4108070.0,4116960.0,4107930.0,,,,,,,,20180701150253,20180701155957 ,4108070.0,4107936.0,1250,3,1,1
478,900517046063,300,2007,57,,,47980,86,86,4100035.0,4100126.0,4100169.0,,,,,,,,20180701080354,20180701094443 ,4100035.0,4100452.0,2800,3,1,1
479,900517046063,57,2007,300,,,47580,90,90,4100451.0,4100385.0,4100131.0,,,,,,,,20180701191205,20180701204744 ,4100451.0,4100039.0,2800,3,1,1
480,900517046518,66,98,5,,,12570,36,36,4111865.0,4107937.0,4108130.0,,,,,,,,20180701062131,20180701070154 ,4111865.0,4108142.0,1350,3,1,1
491,900507720517,21,111,7,,,27590,59,59,4130356.0,4130420.0,4198975.0,,,,,,,,20180701202855,20180701212753 ,4130356.0,,1650,3,1,1
492,900352741321,20,301,1004,,,24010,37,37,4116994.0,4108097.0,4116760.0,,,,,,,,20180701194050,20180701205650 ,4116994.0,4102895.0,2050,3,1,1
494,900522632752,92,310,11-1,,,4820,15,15,4117057.0,4197261.0,4108046.0,,,,,,,,20180701162316,20180701171019 ,4117057.0,4116882.0,1250,3,1,1
495,900522643779,46,83-1,82-1,,,5130,16,16,4102829.0,4107928.0,4116836.0,,,,,,,,20180701131000,20180701135543 ,4102829.0,4151704.0,1250,3,1,1
497,900029206405,3,9-2,11,,,8020,30,30,4116893.0,4116922.0,4170093.0,,,,,,,,20180701085411,20180701093048 ,4116893.0,4105378.0,1250,3,1,1
499,900156564372,65,3,721,,,5670,18,18,4179315.0,4116872.0,4170106.0,,,,,,,,20180701133716,20180701141208 ,4179315.0,4170106.0,1250,3,1,1
502,900521271287,13-5,92,83-1,,,6120,22,22,4116965.0,4116956.0,4107928.0,,,,,,,,20180701110213,20180701114119 ,4116965.0,4151704.0,1250,3,1,1
504,900352136368,30,400,50,,,27110,51,51,4108188.0,4102828.0,4102895.0,,,,,,,,20180701070918,20180701080924 ,4108188.0,4119365.0,1650,3,1,1
508,100464612673,65,27,720-2,,,8110,35,35,4101526.0,4116895.0,4170103.0,,,,,,,,20180701155420,20180701164430 ,4101526.0,4195699.0,1250,3,1,1
509,900387885703,99,62-1,92,,,7830,29,29,4108154.0,4160270.0,4108137.0,,,,,,,,20180701085540,20180701094349 ,4108154.0,4108152.0,1250,3,1,1
511,900362537497,900,1,88,,,18200,41,41,4100126.0,4103572.0,4101420.0,,,,,,,,20180701043554,20180701053316 ,4100126.0,4101482.0,1450,3,1,1
513,900517227079,116-3,9-1,2-1,,,8070,25,25,4122164.0,4176323.0,4170106.0,,,,,,,,20180701101700,20180701104734 ,4122164.0,4108222.0,1250,3,1,1
515,900515245707,3,5,34,,,5180,18,18,4116877.0,4108222.0,4108044.0,,,,,,,,20180701101506,20180701104132 ,4116877.0,4108037.0,1250,3,1,1
516,900515245878,13,720-2,9-2,,,9270,37,37,4117280.0,4116760.0,4151704.0,,,,,,,,20180701130146,20180701134452 ,4117280.0,4170113.0,1250,3,1,1
518,900519097071,16-2,15,13,,,14630,34,34,4199074.0,4102820.0,4116964.0,,,,,,,,20180701180051,20180701184709 ,4199074.0,4117273.0,1350,3,1,1
521,900147197187,777,7-1,13,,,5350,14,14,4100111.0,4100140.0,4160256.0,,,,,,,,20180701084028,20180701090356 ,4100111.0,4160244.0,1250,3,1,1
523,900455101602,38-2,30-1,46,,,17840,44,44,4117330.0,4130156.0,4102830.0,,,,,,,,20180701135038,20180701145249 ,4117330.0,4116673.0,1450,3,1,1
526,100073569092,51,2-1,37,,,19010,67,67,4121008.0,4116882.0,4107934.0,,,,,,,,20180701211907,20180701232030 ,4121008.0,4107929.0,1450,3,1,1
531,900515390279,73-1,34-1,30-1,,,25070,79,79,4121008.0,4100049.0,4116671.0,,,,,,,,20180701181035,20180701193932 ,4121008.0,4117316.0,1650,3,1,1
533,900515397833,13,92,202,,,6930,25,25,4116965.0,4116760.0,4108053.0,,,,,,,,20180701132045,20180701135204 ,4116965.0,4108055.0,1250,3,1,1
540,900341645528,702,301,909,,,22890,45,45,4197606.0,4100048.0,4122215.0,,,,,,,,20180701204205,20180701213934 ,4197606.0,4105338.0,2050,3,1,1
543,900496164049,9-2,720-1,3,,,10040,29,29,4114339.0,4116900.0,4116897.0,,,,,,,,20180701105700,20180701113324 ,4114339.0,4108229.0,1350,3,1,1
547,900191443335,13,88-1,7-1,,,9880,30,30,4116967.0,4116760.0,4122174.0,,,,,,,,20180701201629,20180701205042 ,4116967.0,4108037.0,1250,3,1,1
548,900352191980,511,110,92-1,,,24210,66,66,4195029.0,4195019.0,4116760.0,,,,,,,,20180701105508,20180701120742 ,4195029.0,4108051.0,2050,3,1,1
551,900144709268,61,88,301,,,4090,10,10,4100102.0,4108071.0,4108130.0,,,,,,,,20180701124620,20180701131335 ,4100102.0,4108133.0,1250,3,1,1
552,900137392621,350,57,720-1,,,14920,46,46,4110155.0,4100611.0,4100451.0,,,,,,,,20180701173155,20180701182944 ,4110155.0,4110190.0,1350,3,1,1
553,900137409826,700-2,65,62-1,,,7430,20,20,4150135.0,4170099.0,4108130.0,,,,,,,,20180701082153,20180701085148 ,4150135.0,4100147.0,1250,3,1,1
556,900147228149,700-2,5,7-1,,,16060,54,54,4100113.0,4122214.0,4108048.0,,,,,,,,20180701104325,20180701122507 ,4100113.0,4107947.0,1450,3,1,1
558,900484806156,720-2,700-2,50-5,,,9020,26,26,4150330.0,4150135.0,4107937.0,,,,,,,,20180701215315,20180701222533 ,4150330.0,4116703.0,1250,3,1,1
559,900484806985,38,38-1,32-3,,,34290,78,78,4116982.0,4117321.0,4120515.0,,,,,,,,20180701205815,20180701230001 ,4116982.0,4117322.0,1270,3,1,4
568,900155997315,77,35,4-1,,,24490,62,62,4120515.0,4199624.0,4108071.0,,,,,,,,20180701160952,20180701173252 ,4120515.0,4112024.0,1550,3,1,1
569,900481138508,5,88,92,,,6840,22,22,4122214.0,4108112.0,4170093.0,,,,,,,,20180701115316,20180701124653 ,4122214.0,4105380.0,1250,3,1,1
576,900477247060,62-1,81,13-4,,,8940,35,35,4108034.0,4116930.0,4170113.0,,,,,,,,20180701135144,20180701143737 ,4108034.0,4112032.0,1250,3,1,1
577,900456733481,999,99,4-1,,,8390,28,28,4116940.0,4116798.0,4116732.0,,,,,,,,20180701171314,20180701174257 ,4116940.0,4116724.0,1250,3,1,1
578,900456745530,11,720-2,81,,,7000,22,22,4107940.0,4116837.0,4116899.0,,,,,,,,20180701205148,20180701215812 ,4107940.0,4114212.0,1250,3,1,1
579,100033275227,20,27,61,,,8530,32,32,4179319.0,4108069.0,4108071.0,,,,,,,,20180701135229,20180701142644 ,4179319.0,4108158.0,1250,3,1,1
580,100033279665,13,82-1,81,,,12290,29,29,4107950.0,4107940.0,4100076.0,,,,,,,,20180701074541,20180701084307 ,4107950.0,4100087.0,1350,3,1,1
583,900486460046,310,909,52,,,17130,25,25,4108112.0,4122215.0,4105271.0,,,,,,,,20180701043321,20180701055736 ,4108112.0,4105281.0,2050,3,1,1
584,900497491048,720-1,22,65,,,2410,8,8,4115594.0,4116894.0,4115594.0,,,,,,,,20180701185158,20180701192356 ,4115594.0,4116922.0,2500,3,2,1
585,900015051494,8155,34,700-2,,,21320,45,45,4130351.0,4117322.0,4116687.0,,,,,,,,20180701051815,20180701061728 ,4130351.0,4100140.0,2000,3,1,1
587,900468086304,300,92,88,,,11450,31,31,4100040.0,4117059.0,4116915.0,,,,,,,,20180701100321,20180701104824 ,4100040.0,4116920.0,2050,3,1,1
589,100362655017,203,1550-1,202,,,8990,26,26,4197592.0,4108035.0,4170271.0,,,,,,,,20180701122744,20180701131132 ,4197592.0,4113290.0,2400,3,1,1
590,900171821382,11,37,2-1,,,3240,11,11,4105379.0,4105378.0,4116701.0,,,,,,,,20180701231708,20180701234124 ,4105379.0,4116788.0,1250,3,1,1
601,900470262183,92-1,35,8155,,,24030,52,52,4117045.0,4170093.0,4130352.0,,,,,,,,20180701214007,20180701224416 ,4117045.0,,2400,3,1,1
605,900507137615,64,5,10,,,9300,31,31,4150351.0,4103601.0,4101427.0,,,,,,,,20180701173101,20180701181754 ,4150351.0,4103459.0,1250,3,1,1
607,900393988495,98,3,98,,,8260,31,31,4116858.0,4108069.0,4170101.0,,,,,,,,20180701123643,20180701133608 ,4116858.0,4116855.0,1250,3,1,1
611,900456703394,50,2,301,,,37410,102,102,4135786.0,4110389.0,4100006.0,,,,,,,,20180701131833,20180701151732 ,4135786.0,4108092.0,1850,3,1,1
612,900517478759,720-2,99-2,9,,,8540,24,24,4116682.0,4117020.0,4116966.0,,,,,,,,20180701195431,20180701202759 ,4116682.0,4114208.0,1250,3,1,1
614,100035810697,112,300,1-2,,,22450,64,64,4116993.0,4100083.0,4100153.0,,,,,,,,20180701172740,20180701184816 ,4116993.0,4101431.0,2050,3,1,1
617,900516541272,8,34,30-1,,,13730,33,33,4198644.0,4130130.0,4116671.0,,,,,,,,20180701220645,20180701224941 ,4198644.0,4170498.0,1350,3,1,1
622,900490679550,64,112,92,,,4960,19,19,4170100.0,4122174.0,4116993.0,,,,,,,,20180701211949,20180701214534 ,4170100.0,4117024.0,1250,3,1,1
624,100032538698,720-2,66-4,62-1,,,7230,23,23,4116900.0,4108059.0,4108071.0,,,,,,,,20180701091736,20180701095652 ,4116900.0,4160281.0,1250,3,1,1
625,100034222235,80,62-1,13,,,7320,27,27,4108050.0,4116895.0,4107936.0,,,,,,,,20180701155616,20180701162515 ,4108050.0,4160259.0,1250,3,1,1
626,100034689239,400,2-1,64,,,22780,46,46,4102894.0,4107930.0,4116759.0,,,,,,,,20180701213608,20180701223719 ,4102894.0,4117254.0,1550,3,1,1
628,900506558762,701,92-1,708,,,19560,53,53,4170943.0,4199435.0,4197467.0,,,,,,,,20180701115349,20180701130042 ,4170943.0,4123663.0,1450,3,1,1
630,900137267309,62-1,777,112,,,4620,18,18,4107937.0,4179371.0,4108183.0,,,,,,,,20180701122307,20180701130514 ,4107937.0,4107940.0,1250,3,1,1
631,900506559779,2000,1112,11-1,,,67810,120,120,4102680.0,4117179.0,4116883.0,,,,,,,,20180701161208,20180701183325 ,4102680.0,4108229.0,3200,3,1,1
632,900506560931,99-1,909,42,,,20550,46,46,4105365.0,4105306.0,4117183.0,,,,,,,,20180701200844,20180701211647 ,4105365.0,4199630.0,2050,3,1,1
635,900467795638,62,707,92-1,,,23400,54,54,4195037.0,4195019.0,4116760.0,,,,,,,,20180701183206,20180701193717 ,4195037.0,4117001.0,2050,3,1,1
638,900462427294,82-1,1,11,,,2170,8,8,4108112.0,4108097.0,4107928.0,,,,,,,,20180701082004,20180701083955 ,4108112.0,4107930.0,1250,3,1,1
639,900020119622,11-2,7770,3,,,27300,41,41,4103240.0,4103279.0,4170096.0,,,,,,,,20180701104807,20180701114737 ,4103240.0,4116789.0,2400,3,1,1
642,900465015898,13-1,112,50-5,,,4220,18,18,4108088.0,4117287.0,4107936.0,,,,,,,,20180701105824,20180701115051 ,4108088.0,4160259.0,1250,3,1,1
646,900395601272,77,909,2-1,,,21960,53,53,4101930.0,4195010.0,4116760.0,,,,,,,,20180701084025,20180701094504 ,4101930.0,4116758.0,2050,3,1,1
648,900395601272,2-1,909,511,,,25150,65,65,4116755.0,4122215.0,4195011.0,,,,,,,,20180701182421,20180701193539 ,4116755.0,4195035.0,2050,3,1,1
649,900022677207,2007,1002,310,,,48630,63,63,4100170.0,4100163.0,4130397.0,,,,,,,,20180701172333,20180701190213 ,4100170.0,4119365.0,2800,3,1,1
651,900497043343,65,32-3,7-2,,,8780,33,33,4108183.0,4108062.0,4114849.0,,,,,,,,20180701163956,20180701174040 ,4108183.0,4115596.0,870,3,1,4
652,900524445234,92-1,13,11,,,8140,28,28,4108080.0,4107928.0,4107936.0,,,,,,,,20180701083225,20180701092626 ,4108080.0,4160259.0,1250,3,1,1
655,900524446788,60,64,92,,,15810,58,58,4111736.0,4107937.0,4108158.0,,,,,,,,20180701134159,20180701144945 ,4111736.0,4108077.0,1450,3,1,1
657,900029196032,1560,9-1,51,,,8110,19,19,4150254.0,4176331.0,4108213.0,,,,,,,,20180701061132,20180701065833 ,4150254.0,4196120.0,2000,3,1,1
663,900364038929,7000,700-2,7-2,,,28710,29,29,4103279.0,4116909.0,4116940.0,,,,,,,,20180701145843,20180701154953 ,4103279.0,4114239.0,2400,3,1,1
664,900513093171,60,300,2,,,31930,69,69,4176086.0,4100105.0,4178351.0,,,,,,,,20180701213137,20180701225820 ,4176086.0,4106941.0,2150,3,1,1
668,900022865363,720-2,777,98,,,5320,21,21,4117062.0,4122215.0,4108130.0,,,,,,,,20180701100251,20180701103910 ,4117062.0,4116718.0,630,3,1,2
670,900022868322,7-2,4-1,301,,,5730,18,18,8009290.0,4170099.0,4108130.0,,,,,,,,20180701195956,20180701202437 ,8009290.0,4108142.0,1250,3,1,1
672,900513081172,900,66,3,,,13040,50,50,4151750.0,4100138.0,4116922.0,,,,,,,,20180701170326,20180701181857 ,4151750.0,4196993.0,1350,3,1,1
674,900112083354,82-1,900,909,,,17890,40,40,4116993.0,4108108.0,4122215.0,,,,,,,,20180701075212,20180701083816 ,4116993.0,4105305.0,2050,3,1,1
675,900112334906,83-1,99-2,13-5,,,13520,48,48,4116919.0,4116998.0,4108106.0,,,,,,,,20180701114926,20180701133505 ,4116919.0,4116971.0,1350,3,1,1
679,900121662069,300,30-1,61,,,5160,18,18,4100106.0,4160281.0,4108165.0,,,,,,,,20180701102150,20180701105456 ,4100106.0,4108170.0,2050,3,1,1
682,900502963307,62-1,18,88-1,,,10390,34,34,4108225.0,4116895.0,4170113.0,,,,,,,,20180701060708,20180701064652 ,4108225.0,4114333.0,1350,3,1,1
684,900521475982,202,301,88,,,12360,43,43,4116906.0,4108097.0,4108102.0,,,,,,,,20180701132434,20180701143135 ,4116906.0,4116895.0,1350,3,1,1
686,900501884491,33,8409,35,,,111890,192,192,4103003.0,4106561.0,4116982.0,,,,,,,,20180701162350,20180701200231 ,4103003.0,4198442.0,4300,3,1,1
688,900525500050,712,94,37,,,11400,32,32,4121010.0,4130116.0,4111827.0,,,,,,,,20180701092718,20180701102954 ,4121010.0,4111922.0,1350,3,1,1
690,900525503624,34-1,33,88,,,13270,40,40,4130387.0,4117322.0,4122214.0,,,,,,,,20180701081915,20180701091603 ,4130387.0,4117024.0,1350,3,1,1
691,900525505658,83-1,27,62-1,,,4680,21,21,4107932.0,4170102.0,4170101.0,,,,,,,,20180701135830,20180701143942 ,4107932.0,4151704.0,1250,3,1,1
692,900525509614,999,720-2,13-4,,,6460,26,26,4116808.0,4116799.0,4116836.0,,,,,,,,20180701173709,20180701182701 ,4116808.0,4170113.0,1250,3,1,1
696,900108767713,1000,M5107,13-1,,,62390,94,94,4196170.0,4111614.0,4116883.0,,,,,,,,20180701183811,20180701203755 ,4196170.0,4108229.0,3100,3,1,1
697,900108780834,98,65,1-1,,,9960,25,25,4108187.0,4108146.0,4100155.0,,,,,,,,20180701090038,20180701092754 ,4108187.0,4103704.0,1250,3,1,1
698,900108780834,1-5,777,30-1,,,10160,23,23,4103703.0,4100154.0,4100129.0,,,,,,,,20180701222208,20180701225204 ,4103703.0,4108188.0,1350,3,1,1
700,900108895901,220,720-1,700-2,,,15000,46,46,4135069.0,4100644.0,4150161.0,,,,,,,,20180701152034,20180701163757 ,4135069.0,4111821.0,1350,3,1,1
701,900471898148,720-2,10,11-1,,,30860,83,83,4107928.0,4108062.0,4176783.0,,,,,,,,20180701165438,20180701182550 ,4107928.0,4176189.0,1750,3,1,1
705,900526762183,37,301,701,,,11360,30,30,4105379.0,4122214.0,4100049.0,,,,,,,,20180701114010,20180701123718 ,4105379.0,4130083.0,1350,3,1,1
710,100070688902,700-2,301,62-1,,,16420,52,52,4135032.0,4108130.0,4100145.0,,,,,,,,20180701122528,20180701133539 ,4135032.0,4160281.0,1450,3,1,1
713,900510198446,37,720-2,720-1,,,8440,29,29,4105379.0,4107928.0,4116800.0,,,,,,,,20180701205529,20180701213204 ,4105379.0,4116800.0,1250,3,1,1
714,900510219659,301,60,10,,,6550,25,25,4108192.0,4103591.0,4103593.0,,,,,,,,20180701172602,20180701175943 ,4108192.0,4100161.0,1250,3,1,1
717,900517226131,30-1,707,61,,,34200,81,81,4117322.0,4122215.0,4195009.0,,,,,,,,20180701090546,20180701110409 ,4117322.0,4170058.0,2150,3,1,1
720,900501568279,66-4,5,900,,,6710,24,24,4111926.0,4196993.0,4170094.0,,,,,,,,20180701163935,20180701175131 ,4111926.0,4108111.0,1250,3,1,1
725,900472555821,7-2,81,83-1,,,10370,28,28,4116884.0,4114239.0,4116897.0,,,,,,,,20180701201029,20180701205010 ,4116884.0,4116911.0,1350,3,1,1
727,900472583448,12-3,3100,1550-1,,,66990,112,112,4106623.0,4106616.0,4113599.0,,,,,,,,20180701202442,20180701224341 ,4106623.0,4108231.0,3200,3,1,1
