운수사,사업자ID,노선ID,노선번호,순번,정류장ID,정류장번호,정류소명,구간거리,위도,경도,TM_X,TM_Y
화성여객,4108600,233000133,116-3,36,228001100,29183,신갈.기흥중학교.삼익아파트,288,37.27880099,127.1058688,209389.0466,419959.6153
화성여객,4108600,233000133,116-3,37,228001099,29187,갈현마을.현대홈타운,281,37.28145897,127.1059402,209395.0419,420254.6131
화성여객,4108600,233000133,116-3,38,228001098,29178,양현마을.풍림아파트,350,37.28460361,127.1058994,209391.0363,420603.6102
화성여객,4108600,233000133,116-3,39,228001097,29197,인성마을.현대아파트,308,37.28682522,127.1073925,209523.158,420850.3206
화성여객,4108600,233000133,116-3,40,228001096,29221,용인운전면허시험장,306,37.28921491,127.1092279,209685.6143,421115.7221
화성여객,4108600,233000133,116-3,41,228001095,29235,구성사거리.여성능력개발센터,621,37.29474967,127.1102053,209771.5646,421730.0882
화성여객,4108600,233000133,116-3,42,228001094,29201,경기동부보훈지청,457,37.29856314,127.1082181,209594.8812,422153.1162
화성여객,4108600,233000133,116-3,43,228001093,29195,연원마을LG.벽산아파트.구성역,226,37.30033412,127.1069717,209484.1482,422349.5392
화성여객,4108600,233000133,116-3,44,228001092,29186,금호아파트.성원아파트,379,37.30365516,127.1059743,209395.3092,422718.0206
화성여객,4108600,233000133,116-3,45,228001091,29863,이마트.삼성명가.성원아파트,182,37.30531825,127.1060608,209402.7725,422902.6038
화성여객,4108600,233000133,116-3,46,228001090,29212,신촌마을2단지.포스홈타운,703,37.31116349,127.1086547,209631.9871,423551.5907
화성여객,4108600,233000133,116-3,47,228001089,29209,보정역.보정고등학교.동아솔레시티,356,37.31439811,127.1085963,209626.3973,423910.5736
화성여객,4108600,233000133,116-3,48,228001088,29213,삼성휴먼센터,274,37.31691956,127.1086675,209632.3837,424190.4212
화성여객,4108600,233000133,116-3,49,228001087,29215,죽현마을.단국대학교입구,322,37.31982226,127.1087686,209640.9716,424512.5832
화성여객,4108600,233000133,116-3,50,228001086,29230,죽전동성2차아파트,974,37.32865193,127.1091873,209676.9556,425492.576
화성여객,4108600,233000133,116-3,51,228001085,29228,동성1차아파트.죽전패션타운,171,37.3302107,127.1091895,209676.9528,425665.5746
화성여객,4108600,233000133,116-3,52,228001084,29227,죽전초중고교.대현초교,345,37.33331022,127.1091939,209676.9473,426009.5719
화성여객,4108600,233000133,116-3,53,206000251,7059,농수산물센터,408,37.33704044,127.1092106,209677.9406,426423.5686
화성여객,4108600,233000133,116-3,54,206000040,7058,오리역,316,37.34008592,127.109181,209674.9352,426761.5659
화성여객,4108600,233000133,116-3,55,206000219,7060,하얀마을.구미도서관,536,37.34478924,127.109199,209675.9268,427283.5617
화성여객,4108600,233000133,116-3,56,206000088,7332,까치마을.건영빌라.2001아울렛,298,37.34747435,127.1091352,209669.9221,427581.5593
화성여객,4108600,233000133,116-3,57,206000087,7333,미금역.청솔마을.2001아울렛,387,37.35098753,127.1092141,209676.4643,427971.4754
화성여객,4108600,233000133,116-3,58,206000086,7334,청솔주공6단지,369,37.3543685,127.1091094,209666.7522,428346.6993
화성여객,4108600,233000133,116-3,59,206000085,7304,상록마을,387,37.35788481,127.108594,209620.6466,428736.9022
화성여객,4108600,233000133,116-3,60,206000084,7084,KT.주택전시관,605,37.35980681,127.1125845,209973.9206,428950.6278
화성여객,4108600,233000133,116-3,61,206000325,7094,한진아파트,532,37.36299209,127.1150351,210190.591,429304.407
화성여객,4108600,233000133,116-3,62,206000324,7093,정자2동행정복지센터,267,37.36538284,127.1150096,210188.0088,429569.7395
화성여객,4108600,233000133,116-3,63,206000323,7092,주공7단지.한솔종합사회복지관,313,37.36825977,127.1150006,210186.8179,429889.0334
화성여객,4108600,233000133,116-3,64,206000322,7134,파크타운.롯데아파트,804,37.37386195,127.1198993,210619.9598,430511.3295
화성여객,4108600,233000133,116-3,65,206000301,7336,중앙공원.양지마을청구아파트,337,37.37617714,127.1212687,210740.9207,430768.4361
화성여객,4108600,233000133,116-3,66,206000083,7319,중앙공원.양지마을금호아파트,369,37.37927699,127.1196034,210592.9897,431112.2834
화성여객,4108600,233000133,116-3,67,206000300,7142,분당구청.중앙공원후문,346,37.38133636,127.1208079,210699.3804,431340.9788
화성여객,4108600,233000133,116-3,68,206000299,7302,서현역.AK플라자,442,37.3840016,127.1245718,211032.3393,431637.2128
화성여객,4108600,233000133,116-3,69,206000026,7169,서현역.AK플라자,68,37.38429709,127.124328,211010.6996,431669.9796
화성여객,4108600,233000133,116-3,70,206000099,7328,중앙공원.양지마을금호아파트,877,37.37854044,127.1196798,210599.8592,431030.5467
화성여객,4108600,233000133,116-3,71,206000025,7143,중앙공원.양지마을청구아파트,328,37.37576382,127.1211657,210731.8631,430722.5513
화성여객,4108600,233000133,116-3,72,206000183,7135,파크타운.양지마을,299,37.37398365,127.1196079,210594.1316,430524.8045
화성여객,4108600,233000133,116-3,73,206000182,7088,주공7단지앞,694,37.36922886,127.1146302,210153.8794,429996.5478
화성여객,4108600,233000133,116-3,74,206000181,7090,정자2동행정복지센터,418,37.36545525,127.1146603,210157.0527,429577.7388
화성여객,4108600,233000133,116-3,75,206000180,7091,한솔프라자,305,37.36268596,127.1146996,210160.9088,429270.395
화성여객,4108600,233000133,116-3,76,206000098,7083,KT.주택전시관,497,37.36007966,127.1124514,209962.0932,428980.8964
화성여객,4108600,233000133,116-3,77,206000097,7329,상록마을(임광.보성).미켈란쉐르빌,488,37.35887333,127.1079549,209563.9026,428846.5475
화성여객,4108600,233000133,116-3,78,206000096,7330,분당경영고.청솔중,336,37.35582196,127.1085062,209613.1282,428507.9486
화성여객,4108600,233000133,116-3,79,206000095,7331,미금역.청솔마을.2001아울렛,564,37.35069206,127.1086377,209625.4326,427938.6239
화성여객,4108600,233000133,116-3,80,206000094,7054,까치마을건영빌라.구미도서관,356,37.34747472,127.1087289,209633.9224,427581.5587
화성여객,4108600,233000133,116-3,81,206000216,7055,하얀마을,374,37.34407789,127.1087015,209631.9284,427204.5616
화성여객,4108600,233000133,116-3,82,206000215,7057,오리역,422,37.34024537,127.1088053,209641.617,426779.2235
화성여객,4108600,233000133,116-3,83,206000241,7056,농수산물센터,346,37.33709492,127.108748,209636.9409,426429.5679
화성여객,4108600,233000133,116-3,84,228001144,29223,벽산아파트,256,37.33477701,127.1087453,209637.0017,426172.317
화성여객,4108600,233000133,116-3,85,228001143,29219,죽전초중고교.대현초교,277,37.33225811,127.1087446,209637.2593,425892.7587
화성여객,4108600,233000133,116-3,86,228001142,29217,동성1차아파트.죽전패션타운,175,37.33066725,127.1087143,209634.7787,425716.1965
화성여객,4108600,233000133,116-3,87,228001140,29207,죽현마을.단국대학교입구,1133,37.32037261,127.1083704,209605.6102,424573.6231
화성여객,4108600,233000133,116-3,88,228001139,29204,삼성휴먼센터,391,37.31684987,127.1082782,209597.8848,424182.6472
화성여객,4108600,233000133,116-3,89,228001138,29203,보정역.보정고등학교.동아솔레시티,261,37.31447042,127.1082577,209596.3689,423918.5645
화성여객,4108600,233000133,116-3,90,228001137,29202,신촌마을2단지.포스홈타운,417,37.31068627,127.1083044,209600.9882,423498.5906
화성여객,4108600,233000133,116-3,91,228001136,29184,이마트.삼성명가.성원아파트,674,37.30511672,127.1057061,209371.3525,422880.2027
화성여객,4108600,233000133,116-3,92,228001135,29177,금호아파트.성원아파트,242,37.30289118,127.105653,209366.9131,422633.199
화성여객,4108600,233000133,116-3,93,228001134,29193,연원마을LG.벽산아파트.구성역,329,37.30001046,127.1067666,209466.0083,422313.5979
화성여객,4108600,233000133,116-3,94,228001133,29206,경기동부보훈지청,252,37.29801469,127.1082415,209597.0225,422092.2498
화성여객,4108600,233000133,116-3,95,228001379,47135,구성사거리,376,37.29494208,127.1098056,209736.1003,421751.4007
화성여객,4108600,233000133,116-3,96,228001131,29233,경기도여성능력개발센터,266,37.29252697,127.1100286,209756.1836,421483.3871
화성여객,4108600,233000133,116-3,97,228001130,29218,용인운전면허시험장,407,37.2890219,127.1086765,209636.7429,421094.2453
화성여객,4108600,233000133,116-3,98,228001129,29198,인성마을.현대아파트,259,37.2871259,127.1072243,209508.2056,420883.6744
화성여객,4108600,233000133,116-3,99,228001128,29173,양현마을.풍림아파트,352,37.28434404,127.1055668,209361.5726,420574.7699
화성여객,4108600,233000133,116-3,100,228001127,29181,신갈.기흥중학교.삼익아파트,609,37.27872906,127.1056996,209374.0469,419951.6151
화성여객,4108600,233000133,116-3,101,228001126,29176,원대마을,408,37.27514869,127.1056138,209366.8791,419554.2475
화성여객,4108600,233000133,116-3,102,228001125,29175,신갈초교.신갈오거리,269,37.27268326,127.1055447,209361.0577,419280.6202
화성여객,4108600,233000133,116-3,103,228001124,29180,신갈오거리,239,37.27049566,127.1055493,209361.7313,419037.8348
화성여객,4108600,233000133,116-3,104,228001123,29167,경기도박물관,379,37.26704141,127.1052895,209339.1172,418654.4462
화성여객,4108600,233000133,116-3,105,228001175,29159,보라초등학교,386,37.263605,127.1048604,209301.4766,418273.0219
화성여객,4108600,233000133,116-3,106,228002102,47990,금화마을입구,222,37.26167684,127.1041247,209236.4593,418058.9577
화성여객,4108600,233000133,116-3,107,228001122,29155,통미마을.보라1동,408,37.25794996,127.1042453,209247.6129,417645.3514
화성여객,4108600,233000133,116-3,108,228001681,29161,민속촌입구,389,37.25445266,127.1049139,209307.3549,417257.2777
화성여객,4108600,233000133,116-3,109,228001121,29163,삼성아파트.현대모닝싸이드아파트,287,37.25193166,127.1047873,209296.4288,416977.4779
화성여객,4108600,233000133,116-3,110,228001120,29153,한일마을,1067,37.24265547,127.1033859,209173.2295,415947.8487
화성여객,4108600,233000133,116-3,111,228001107,56585,공세성원상떼레이크뷰,899,37.2352285,127.1018361,209036.5995,415123.4384
화성여객,4108600,233000133,116-3,112,228001116,29140,강동냉장,823,37.22775489,127.1022402,209073.3555,414294.04
화성여객,4108600,233000133,116-3,113,228001115,29135,유상냉장,321,37.22499478,127.1015918,209016.1451,413987.6565
화성여객,4108600,233000133,116-3,114,228001114,29108,고매파출소,329,37.22293136,127.0988983,208777.3416,413758.401
화성여객,4108600,233000133,116-3,115,228001795,47788,고매사거리.고매농협,178,37.22185205,127.0973735,208642.135,413638.4767
화성여객,4108600,233000133,116-3,116,233000142,36457,정문정보,513,37.21769869,127.0946833,208403.833,413177.2872
화성여객,4108600,233000133,116-3,117,233000141,36454,영천1동,297,37.21479793,127.0938596,208331.0388,412855.283
화성여객,4108600,233000133,116-3,118,233002264,55613,C1.지원시설,467,37.21100554,127.0926779,208226.5628,412434.2938
화성여객,4108600,233000133,116-3,119,233000122,36792,센트럴상록.동원1차,819,37.20919123,127.1000667,208882.6466,412233.6063
화성여객,4108600,233000133,116-3,120,233001166,36470,동탄2파출소.농협,429,37.20920871,127.1049426,209315.4634,412236.0149
화성여객,4108600,233000133,116-3,121,233001493,37549,성원아파트.이지더원,312,37.20871166,127.1083376,209616.8908,412181.1903
화성여객,4108600,233000133,116-3,122,233001492,37550,상록.경남아파트.이주택지,291,37.20688345,127.1105682,209815.1335,411978.5211
화성여객,4108600,233000133,116-3,123,233001491,37551,반도.모아아파트,631,37.20190577,127.1141356,210132.4735,411426.4663
화성여객,4108600,233000133,116-3,124,233000430,55663,반도4차.동탄4동복지센터,230,37.20011441,127.1154415,210248.6517,411227.7986
화성여객,4108600,233000133,116-3,125,233000150,36515,반도유보라.대우푸르지오,229,37.19878646,127.1152569,210232.4459,411080.401
화성여객,4108600,233000133,116-3,126,233000134,36511,호반베르디움.롯데캐슬,395,37.19720362,127.1112747,209879.112,410904.3125
화성여객,4108600,233000133,116-3,127,233000139,36445,한화.호반.대원,551,37.19711741,127.1050155,209323.4175,410894.1114
화성여객,4108600,233000133,116-3,128,233002437,55309,한화꿈에그린,481,37.19478107,127.1003886,208912.9116,410634.3756
화성여객,4108600,233000133,116-3,129,233000998,36502,리베라CC,546,37.19071825,127.0986096,208755.4353,410183.3129
화성여객,4108600,233000133,116-3,130,233000994,36480,공공청사부지,421,37.18704599,127.1000069,208879.9338,409775.8904
화성여객,4108600,233000133,116-3,131,233000996,36488,반도3.금강,806,37.18020918,127.1032336,209167.2694,409017.4412
화성여객,4108600,233000133,116-3,132,233000997,36494,레이크빌.하우스디더레이크,492,37.17603153,127.1052218,209344.3336,408553.9946
화성여객,4108600,233000133,116-3,133,233003092,55419,우미린2차.호수부영3차,541,37.17132866,127.1064784,209456.5176,408032.1909
화성여객,4108600,233000133,116-3,134,233003136,55532,동탄호수공원,456,37.16721931,127.1065052,209459.4098,407576.1342
화성여객,4108600,233000133,116-3,135,233003137,55533,계룡리슈빌.금호어울림,281,37.16467049,127.1065609,209464.672,407293.2693
화성여객,4108600,233000133,116-3,136,233003126,55522,LH29.자이파밀리에,428,37.16113861,127.1048812,209315.9192,406901.1328
화성여객,4108600,233000133,116-3,137,233003123,55519,동탄2차고지,689,37.15554341,127.1013073,208999.1277,406279.8286
화성여객,4108600,233000276,116-5,1,277101892,,영통차고지(경유),0,37.25992906,127.0669609,205939.9503,417862.0053
화성여객,4108600,233000276,116-5,2,203000052,4190,지역난방공사.신나무실쌍용아파트,533,37.25645276,127.0659493,205850.4809,417476.1335
화성여객,4108600,233000276,116-5,3,203000136,4133,영통역6번출구.영덕고등학교,603,37.25215292,127.069869,206198.5616,416999.176
화성여객,4108600,233000276,116-5,4,203000135,4149,살구골공원.영통역3번출구,407,37.24991791,127.073539,206524.3434,416751.376
화성여객,4108600,233000276,116-5,5,203000205,4154,영일중학교.수원출입국외국인청,196,37.24881991,127.0753028,206680.9267,416629.6401
화성여객,4108600,233000276,116-5,6,228002054,29900,서천마을입구,850,37.24135237,127.0753994,206690.154,415800.8824
화성여객,4108600,233000276,116-5,7,228002056,29902,서천마을1단지.힐스테이트,283,37.23910718,127.0739082,206558.0314,415551.6027
화성여객,4108600,233000276,116-5,8,228002062,29904,서천마을2단지,246,37.23731715,127.0722189,206408.2927,415352.826
화성여객,4108600,233000276,116-5,9,228002065,29907,서천마을3단지,270,37.2351419,127.0706806,206271.9752,415111.3089
화성여객,4108600,233000276,116-5,10,233001310,36683,IT단지(중),1178,37.22511694,127.0736939,206540.2267,413998.9229
화성여객,4108600,233000276,116-5,11,233001225,36414,한림대병원(중),929,37.21734326,127.0777765,206903.259,413136.475
화성여객,4108600,233000276,116-5,12,233003186,37760,우미제일.전하리교회,592,37.21215138,127.0794194,207049.5612,412560.3928
화성여객,4108600,233000276,116-5,13,233002440,55312,예당고사거리,433,37.20921151,127.081844,207265.0668,412234.3037
화성여객,4108600,233000276,116-5,14,233002442,55314,한미약품.푸르지오,887,37.20920013,127.0918675,208154.8277,412233.8568
화성여객,4108600,233000276,116-5,15,233000122,36792,센트럴상록.동원1차,724,37.20919123,127.1000667,208882.6466,412233.6063
화성여객,4108600,233000276,116-5,16,233001166,36470,동탄2파출소.농협,429,37.20920871,127.1049426,209315.4634,412236.0149
화성여객,4108600,233000276,116-5,17,233001493,37549,성원아파트.이지더원,312,37.20871166,127.1083376,209616.8908,412181.1903
화성여객,4108600,233000276,116-5,18,233001492,37550,상록.경남아파트.이주택지,291,37.20688345,127.1105682,209815.1335,411978.5211
화성여객,4108600,233000276,116-5,19,233001491,37551,반도.모아아파트,631,37.20190577,127.1141356,210132.4735,411426.4663
화성여객,4108600,233000276,116-5,20,233000430,55663,반도4차.동탄4동복지센터,230,37.20011441,127.1154415,210248.6517,411227.7986
화성여객,4108600,233000276,116-5,21,233001168,36458,대우푸르지오.호반베르디움2차,249,37.19814887,127.1168457,210373.5855,411009.8135
화성여객,4108600,233000276,116-5,22,233000965,36468,청목초.신안1차,451,37.19460302,127.1194268,210603.2329,410616.5757
화성여객,4108600,233000276,116-5,23,233003154,55551,목동초.베라체,776,37.19009806,127.1246269,211065.5738,410117.204
화성여객,4108600,233000276,116-5,24,233003156,55553,이편한동탄,136,37.19023715,127.1260923,211195.662,410132.8125
화성여객,4108600,233000276,116-5,25,233003157,55554,목동중.금강4차,162,37.18915812,127.1271491,211289.6582,410013.1849
화성여객,4108600,233000276,116-5,26,233003159,55556,한신더휴,291,37.18660242,127.1264284,211226.043,409729.4652
화성여객,4108600,233000276,116-5,27,233003161,55558,호반베르디움5차,335,37.18383001,127.1252801,211124.4939,409421.6436
화성여객,4108600,233000276,116-5,28,233000209,55464,창의고,493,37.18171448,127.122065,210839.2987,409186.4879
화성여객,4108600,233000276,116-5,29,233001572,55488,서희스타힐스.단독주택,960,37.17325664,127.1195997,210621.572,408247.5484
화성여객,4108600,233000276,116-5,30,233001695,37724,호수부영1차,362,37.17006342,127.118601,210533.3209,407893.0508
화성여객,4108600,233000276,116-5,31,233001699,55500,호수부영6차.호수공원행복주택,330,37.16742484,127.1170811,210398.6932,407600.0514
화성여객,4108600,233000276,116-5,32,233001741,55502,호수부영5차.아이파크,324,37.16604221,127.1139683,210122.4055,407446.2691
화성여객,4108600,233000276,116-5,33,233001753,55504,호수부영4차.아이파크,427,37.16583753,127.1091707,209696.3194,407423.0518
화성여객,4108600,233000276,116-5,34,233001602,37047,금호어울림2차,1270,37.16115674,127.1008402,208956.9799,406902.7558
화성여객,4108600,233000276,116-5,35,233001237,37044,A85,331,37.16114641,127.0971042,208625.1346,406901.2632
화성여객,4108600,233000276,116-5,36,223000209,24197,롯데오산물류,555,37.15887267,127.0933474,208291.6886,406648.587
화성여객,4108600,233000276,116-5,37,223000210,24196,락원식당앞,288,37.15883777,127.0900711,208000.6707,406644.4316
화성여객,4108600,233000276,116-5,38,223000465,24141,오산장례식장,401,37.15893201,127.0855251,207596.8565,406654.517
화성여객,4108600,233000276,116-5,39,223000004,24166,운암주공1단지.운천중학교,690,37.15801918,127.0786615,206987.2795,406552.6824
화성여객,4108600,233000276,116-5,40,223000199,24161,운암주공2.3단지.운천고,394,37.15453697,127.0774254,206877.7898,406166.1346
화성여객,4108600,233000276,116-5,41,223000094,24158,오산시청.운암주공4단지,401,37.1511252,127.0762449,206773.2317,405787.4097
화성여객,4108600,233000276,116-5,42,223000093,24155,운암주공5단지.운암중학교,597,37.14643884,127.0753087,206690.4784,405267.2489
화성여객,4108600,233000276,116-5,43,223000092,24180,신양아파트.현대자동차,185,37.1460475,127.0734041,206521.3043,405223.6854
화성여객,4108600,233000276,116-5,44,223000167,24128,(구)화성동부경찰서,630,37.14259052,127.0703953,206254.2819,404839.8264
화성여객,4108600,233000276,116-5,45,223000099,24111,대림아파트,320,37.14079843,127.0686085,206095.6777,404640.8224
화성여객,4108600,233000276,116-5,46,223000098,24114,제일교회앞,470,37.13653607,127.0688377,206116.3824,404167.7993
화성여객,4108600,233000276,116-5,47,223000097,24117,우방한솔아파트,297,37.1338501,127.0689617,206127.6203,403869.718
화성여객,4108600,233000276,116-5,48,223000525,24106,갈곶동.KCC스위첸아파트,263,37.13161512,127.0684433,206081.7334,403621.6466
화성여객,4108600,233000276,116-5,49,277102407,,갈곶리삼거리(경유),623,37.12744475,127.0671642,205968.4027,403158.7374
화성여객,4108600,233000276,116-5,50,223000522,24097,원영화남아파트,232,37.13015621,127.0677285,206018.3362,403459.6912
화성여객,4108600,233000276,116-5,51,223000524,24118,갈곶동.동부아파트,359,37.13286607,127.0692487,206153.2019,403760.5293
화성여객,4108600,233000276,116-5,52,223000128,24115,원동초교,414,37.13662014,127.0690655,206136.6161,404177.1442
화성여객,4108600,233000276,116-5,53,223000127,24113,대림아파트,352,37.13982285,127.0689035,206121.9688,404532.5718
화성여객,4108600,233000276,116-5,54,223000126,24107,오산역.오산터미널,512,37.14446117,127.0686504,206099.1112,405047.3173
화성여객,4108600,233000276,116-5,55,223000089,24133,문화의거리,384,37.14633762,127.0704103,206255.3058,405255.6809
화성여객,4108600,233000276,116-5,56,223000005,24153,운암주공5단지,428,37.14625361,127.0752503,206685.3026,405246.6878
화성여객,4108600,233000276,116-5,57,223000048,24160,오산시청.운암주공4단지,522,37.15034214,127.0764679,206793.1141,405700.5217
화성여객,4108600,233000276,116-5,58,223000047,24165,운암주공2.3단지.운천고,533,37.15499214,127.077893,206919.2854,406216.684
화성여객,4108600,233000276,116-5,59,223000046,24168,운암주공1단지.운천중학교,333,37.15788173,127.0789099,207009.3514,406537.4474
화성여객,4108600,233000276,116-5,60,223000237,24212,오산센트럴푸르지오,298,37.15881269,127.0810165,207196.3927,406640.9236
화성여객,4108600,233000276,116-5,61,223000464,24138,오산장례식장,330,37.15875415,127.0847776,207530.4754,406634.7181
화성여객,4108600,233000276,116-5,62,223000188,24185,락원식당앞,425,37.1586147,127.0896166,207960.3208,406619.6371
화성여객,4108600,233000276,116-5,63,223000189,24192,롯데오산물류,369,37.1587306,127.093794,208331.3785,406632.8589
화성여객,4108600,233000276,116-5,64,233001118,37039,A85,509,37.16096883,127.0970527,208620.5796,406881.5507
화성여객,4108600,233000276,116-5,65,233001587,37042,금호어울림2차,320,37.16097525,127.1006617,208941.1434,406882.5962
화성여객,4108600,233000276,116-5,66,233001754,55505,아이파크.호수부영4차,1289,37.16554567,127.1093069,209708.4611,407390.6756
화성여객,4108600,233000276,116-5,67,233001748,55503,아이파크.호수부영5차,446,37.16578406,127.1143802,210159.0321,407417.6631
화성여객,4108600,233000276,116-5,68,233001710,55501,호수공원행복주택.호수부영6차,301,37.16715112,127.117399,210426.9625,407569.7082
화성여객,4108600,233000276,116-5,69,233001696,37696,호수부영1차,335,37.16993992,127.1190314,210571.5595,407879.3928
화성여객,4108600,233000276,116-5,70,233001608,37654,서희스타힐스.단독주택,402,37.17350858,127.1200323,210659.955,408275.5585
화성여객,4108600,233000276,116-5,71,233000374,55465,창의고,942,37.18182444,127.1224991,210877.8348,409198.7404
화성여객,4108600,233000276,116-5,72,233003162,55559,르파비스,433,37.1834925,127.1253452,211130.3185,409384.1947
화성여객,4108600,233000276,116-5,73,233003160,55557,경남아너스빌,357,37.18648684,127.1265452,211236.4346,409716.6519
화성여객,4108600,233000276,116-5,74,233003158,55555,금강4차.목동중,277,37.1889534,127.1273382,211306.4814,409990.4876
화성여객,4108600,233000276,116-5,75,233003155,55552,베라체.이편한,197,37.19039834,127.1261166,211197.7979,410150.7035
화성여객,4108600,233000276,116-5,76,233003044,55550,베라체.목동초,134,37.1902393,127.1245561,211059.271,410132.8701
화성여객,4108600,233000276,116-5,77,233001568,36693,베라체아파트,226,37.19052021,127.1228768,210910.1265,410163.851
화성여객,4108600,233000276,116-5,78,233002421,55340,예솔초.호반2차.대원2차,727,37.19626064,127.1188009,210547.4297,410800.4711
화성여객,4108600,233000276,116-5,79,233000129,36460,신안2차.반도4차,479,37.20000732,127.116082,210305.5292,411215.9835
화성여객,4108600,233000276,116-5,80,233000980,36459,모아.반도아파트,261,37.20207167,127.1145875,210172.5702,411444.927
화성여객,4108600,233000276,116-5,81,233002516,55070,지산마을,404,37.20524515,127.1122745,209966.815,411796.8784
화성여객,4108600,233000276,116-5,82,233002429,55305,이주택지.상록.경남아파트,237,37.20712105,127.1109057,209845.0585,412004.9251
화성여객,4108600,233000276,116-5,83,233002430,55306,성원아파트.이지더원,287,37.2090208,127.1085347,209634.352,412215.5195
화성여객,4108600,233000276,116-5,84,233002431,55307,동탄2파출소.농협,363,37.20951892,127.1044188,209268.9292,412270.3909
화성여객,4108600,233000276,116-5,85,233002432,55308,동원1차.센트럴상록,416,37.20953723,127.0996994,208849.9991,412271.9714
화성여객,4108600,233000276,116-5,86,233002443,55315,한미약품.푸르지오,712,37.20953121,127.091653,208135.7435,412270.5824
화성여객,4108600,233000276,116-5,87,233002439,55311,예당고사거리,1026,37.20992729,127.080704,207163.7977,412313.6556
화성여객,4108600,233000276,116-5,88,233001683,37712,전하리교회.우미제일,372,37.21317344,127.0793252,207041.1091,412673.8153
화성여객,4108600,233000276,116-5,89,233001782,37864,한림대병원(중),392,37.21665287,127.0781516,206936.6184,413059.8815
화성여객,4108600,233000276,116-5,90,233001978,37954,IT단지(중),963,37.22473875,127.0741738,206582.85,413956.984
화성여객,4108600,233000276,116-5,91,233002353,55253,삼성반도체후문,481,37.22843935,127.0713128,206328.6341,414367.4879
화성여객,4108600,233000276,116-5,92,228002066,29908,서천마을3단지,739,37.23497708,127.0710799,206307.4182,415093.0435
화성여객,4108600,233000276,116-5,93,228002061,29903,서천마을2단지,274,37.23716468,127.0724725,206430.8094,415335.9211
화성여객,4108600,233000276,116-5,94,228002055,29901,서천마을1단지.힐스테이트,258,37.23905188,127.0742576,206589.0469,415545.4898
화성여객,4108600,233000276,116-5,95,228002053,29899,서천마을입구,268,37.2412146,127.0757685,206722.9187,415785.6192
화성여객,4108600,233000276,116-5,96,203000143,4152,영일중학교.수원출입국외국인청,903,37.24924639,127.0751133,206664.0776,416676.9587
화성여객,4108600,233000276,116-5,97,203000354,4332,동수원세무소.영통역2번출구,261,37.25068066,127.0727346,206452.9126,416835.9731
화성여객,4108600,233000276,116-5,98,203000018,4132,영통역7번출구.영덕고등학교,331,37.25252303,127.0697366,206186.782,417040.243
화성여객,4108600,233000276,116-5,99,203000050,4189,지역난방공사.신나무실쌍용아파트,579,37.25663693,127.0662202,205874.5019,417496.5895
화성여객,4108600,233000276,116-5,100,277101892,,영통차고지(경유),508,37.25992906,127.0669609,205939.9503,417862.0053
경원여객,4100700,216000069,13,1,217000289,18105,원시역,0,37.3017963,126.7862272,181047.1829,422527.8788
경원여객,4100700,216000069,13,2,217000739,18507,계양전기,443,37.29800328,126.7845233,180895.1569,422107.2588
경원여객,4100700,216000069,13,3,233003151,55547,에코팜타운,3523,37.2877189,126.8070403,182889.2547,420961.553
경원여객,4100700,216000069,13,4,233002128,55597,송산6,938,37.29014534,126.8148358,183581.0565,421229.4644
경원여객,4100700,216000069,13,5,233002133,55599,대방노블랜드3차,258,37.2890706,126.8173891,183807.2285,421109.7468
경원여객,4100700,216000069,13,6,233003152,55548,대방노블랜드1차,383,37.2864969,126.8203372,184068.1111,420823.6087
경원여객,4100700,216000069,13,7,233003149,55545,금강팬테리움,339,37.28383295,126.8220208,184216.8485,420527.673
경원여객,4100700,216000069,13,8,233003141,55537,반도유보라,378,37.28052261,126.822746,184280.4726,420160.1599
경원여객,4100700,216000069,13,9,233000073,36058,송린초교앞,270,37.27868462,126.8235081,184347.6713,419956.0475
경원여객,4100700,216000069,13,10,233001901,17032,세영리첼,354,37.27619635,126.824581,184442.3101,419679.7154
경원여객,4100700,216000069,13,11,233001910,17040,세영리첼,1123,37.27637785,126.824889,184469.6681,419699.808
경원여객,4100700,216000069,13,12,233003148,55544,휴먼빌,634,37.28059854,126.8228348,184288.3591,420168.5724
경원여객,4100700,216000069,13,13,233003147,55543,이지더원,377,37.28385212,126.8221631,184229.467,420529.7763
경원여객,4100700,216000069,13,14,233003153,55549,요진Y시티,348,37.28663572,126.8204263,184076.0418,420839.0002
경원여객,4100700,216000069,13,15,233002129,55598,대방노블랜드2차,379,37.2891684,126.8174988,183816.9794,421120.5814
경원여객,4100700,216000069,13,16,233002127,55596,송산5,327,37.29035657,126.8141434,183519.7058,421253.0284
경원여객,4100700,216000069,13,17,233003146,55542,에코팜타운,685,37.28795918,126.8091483,183076.2399,420987.8404
경원여객,4100700,216000069,13,18,217000293,18102,경인합섬앞,4070,37.29780324,126.7848919,180927.7915,422084.983
경원여객,4100700,216000069,13,19,217000292,18107,원시역,431,37.30148879,126.7865474,181075.4942,422493.6856
경진여객,4100800,233000024,14,1,233000929,36011,조암터미널,0,37.08218249,126.8156117,183604.9614,398149.3447
경진여객,4100800,233000024,14,2,277102394,,조암리(경유),341,37.08272036,126.8189195,183899.1897,398208.4717
경진여객,4100800,233000024,14,3,233000931,37122,어은삼거리,754,37.08594721,126.8264219,184566.9218,398565.3404
경진여객,4100800,233000024,14,4,233000515,37124,어은4리,543,37.0814091,126.8283179,184734.5872,398061.3975
