,seq,pr_station_id,bus_line_no,bus_line_no_seq,station_nm,station_id,mobile_no,정류소명,표준정류장ID,WGS84위도,WGS84경도,관할관청,이비카드정류장ID
37649,191573,241491008,38,25,주공5단지,233001685,37746.0,주공5단지,233001685.0,37.2099833,127.04775,경기도 화성시,4108014.0
37650,191574,241491008,38,26,주공4단지,233001686,37710.0,주공4단지,233001686.0,37.2084167,127.04456670000002,경기도 화성시,4170922.0
37651,191575,241491008,38,27,우남퍼스트빌,233000080,36366.0,우남퍼스트빌,233000080.0,37.2076167,127.0429333,경기도 화성시,4108011.0
37652,191576,241491008,38,28,주공1.2단지,233000079,36356.0,주공1.2단지,233000079.0,37.2081,127.04106670000002,경기도 화성시,4108009.0
37653,191577,241491008,38,29,신한에스빌아파트,233000062,37352.0,신한에스빌아파트,233000062.0,37.2088167,127.0387833,경기도 화성시,4195534.0
37654,191578,241491008,38,30,동부출장소앞,233000676,36756.0,동부출장소앞,233000676.0,37.2080833,127.0361333,경기도 화성시,4170258.0
37655,191579,241491008,38,31,병점역사거리,233000702,36345.0,병점역사거리,233000702.0,37.2069167,127.0356333,경기도 화성시,4151651.0
37656,191580,241491008,38,32,홈플러스.벌말초교,233000100,36351.0,홈플러스.벌말초교,233000100.0,37.2033,127.03813329999998,경기도 화성시,4100049.0
37657,191581,241491008,38,33,우남퍼스트빌3차아파트,233000099,36359.0,우남퍼스트빌3차아파트,233000099.0,37.1980167,127.0412833,경기도 화성시,4117311.0
37658,191582,241491008,38,34,신창미션힐.송화초교,233000101,36350.0,신창미션힐.송화초교,233000101.0,37.2033,127.03855,경기도 화성시,4100048.0
37660,191584,241491008,38,36,신한에스빌아파트앞,233002098,55086.0,신한에스빌아파트앞,233002098.0,37.20896670000001,127.0395167,경기도 화성시,4170967.0
37661,191585,241491008,38,37,주공1.2단지,233000078,36360.0,주공1.2단지,233000078.0,37.2079667,127.0409167,경기도 화성시,4108010.0
37662,191586,241491008,38,38,주공4단지,233000087,36369.0,주공4단지,233000087.0,37.2081667,127.0445,경기도 화성시,4108012.0
37663,191587,241491008,38,39,신창2차아파트,233000086,36376.0,신창2차아파트,233000086.0,37.2096833,127.0475833,경기도 화성시,4108013.0
37664,191588,241491008,38,40,안화고등학교,233002394,55281.0,안화고등학교,233002394.0,37.2114333,127.04751670000002,경기도 화성시,4116267.0
37665,191589,241491008,38,41,안화초교.주공8.9단지,233000071,36372.0,안화초교.주공8.9단지,233000071.0,37.2133,127.0460833,경기도 화성시,4108016.0
37666,191590,241491008,38,42,중심상가,233000066,36795.0,중심상가,233000066.0,37.21515,127.04375,경기도 화성시,4170338.0
37667,191591,241491008,38,43,롯데시네마,233002132,55279.0,롯데시네마,233002132.0,37.2144833,127.04245,경기도 화성시,4119331.0
37668,191592,241491008,38,44,진안동,233000671,36354.0,진안동,233000671.0,37.2130167,127.0393,경기도 화성시,4130129.0
37669,191593,241491008,38,45,안용중학교.현충탑,233000670,36328.0,안용중학교.현충탑,233000670.0,37.2055667,127.02191670000002,경기도 화성시,4130133.0
37670,191594,241491008,38,46,송산동입구,233000669,36318.0,송산동입구,233000669.0,37.20585,127.0177833,경기도 화성시,4130134.0
37671,191595,241491008,38,47,안녕동,233000668,36313.0,안녕동,233000668.0,37.2037,127.01425,경기도 화성시,4117364.0
37672,191596,241491008,38,48,신한미지엔아파트앞,233000667,36305.0,신한미지엔아파트앞,233000667.0,37.20035,127.00915,경기도 화성시,4117366.0
37675,191599,241491008,38,51,중외제약사거리,233001843,36999.0,중외제약사거리,233001843.0,37.2021667,127.0019833,경기도 화성시,4199720.0
37676,191600,241491008,38,52,융건릉.용주사입구,233001841,36997.0,융건릉.용주사입구,233001841.0,37.2069333,126.98925,경기도 화성시,4199718.0
37677,191601,241491008,38,53,안녕4통,233002234,55122.0,안녕4통,233002234.0,37.2126333,126.98278329999998,경기도 화성시,4117345.0
37678,191602,241491008,38,54,수원대학교,233000576,36204.0,수원대학교,233000576.0,37.2141667,126.97915,경기도 화성시,4116671.0
37679,191603,241491008,38,55,와우2리,233000945,36194.0,와우2리,233000945.0,37.2159833,126.9763167,경기도 화성시,4116674.0
37680,191604,241491008,38,56,와우농협앞,233001457,37529.0,와우농협앞,233001457.0,37.218,126.9746333,경기도 화성시,4170918.0
37694,191618,241491009,35,6,수원대학교,233000575,36210.0,수원대학교,233000575.0,37.2138333,126.9797667,경기도 화성시,4117231.0
37695,191619,241491009,35,7,안녕4통,233002233,55121.0,안녕4통,233002233.0,37.2123,126.9829,경기도 화성시,4117346.0
37696,191620,241491009,35,8,융건릉,233000585,36264.0,융건릉,233000585.0,37.2078167,126.98883329999998,경기도 화성시,4116669.0
37697,191621,241491009,35,9,타래치길,233001227,36661.0,타래치길,233001227.0,37.2072167,126.9934167,경기도 화성시,4195720.0
37699,191623,241491009,35,11,용주사,233000584,36289.0,용주사,233000584.0,37.2105833,127.00521670000002,경기도 화성시,4116688.0
37700,191624,241491009,35,12,우남블루존.원광병원,233000583,36302.0,우남블루존아파트,233000583.0,37.2096667,127.0092,경기도 화성시,4116689.0
37701,191625,241491009,35,13,남수원현대아파트,233000582,36308.0,남수원현대아파트,233000582.0,37.2071,127.0106,경기도 화성시,4116690.0
37702,191626,241491009,35,14,안녕농협삼거리,233000581,36314.0,안녕농협삼거리,233000581.0,37.2052167,127.0147,경기도 화성시,4116691.0
37703,191627,241491009,35,15,송산동입구,233000643,36315.0,송산동입구,233000643.0,37.2055667,127.0172,경기도 화성시,4116692.0
37704,191628,241491009,35,16,동문아파트,233000642,36327.0,동문아파트,233000642.0,37.2054,127.02225,경기도 화성시,4116693.0
37705,191629,241491009,35,17,진안5통.병점육교,233000696,36336.0,진안5통.병점육교,233000696.0,37.2087333,127.03041670000002,경기도 화성시,4116694.0
37706,191630,241491009,35,18,병점역후문,233000695,36338.0,병점역후문,233000695.0,37.2069,127.03163329999998,경기도 화성시,4116695.0
37707,191631,241491009,35,19,유엔아이,233001921,37933.0,유엔아이,233001921.0,37.20325,127.0340833,경기도 화성시,4170339.0
37708,191632,241491009,35,20,한일타운아파트,233000097,36348.0,한일타운아파트,233000097.0,37.20025,127.03755,경기도 화성시,4116696.0
37709,191633,241491009,35,21,우남퍼스트빌3차아파트,233000099,36359.0,우남퍼스트빌3차아파트,233000099.0,37.1980167,127.0412833,경기도 화성시,4117311.0
37710,191634,241491009,35,22,신창미션힐.송화초교,233000101,36350.0,신창미션힐.송화초교,233000101.0,37.2033,127.03855,경기도 화성시,4100048.0
37711,191635,241491009,35,23,동부출장소.병점초등학교,233000708,36342.0,동부출장소.병점초등학교,233000708.0,37.2088,127.0344333,경기도 화성시,4100051.0
37712,191636,241491009,35,24,병점화남아파트,233000641,36347.0,병점화남아파트,233000641.0,37.21196670000001,127.03755,경기도 화성시,4108007.0
37713,191637,241491009,35,25,진안동,233000640,36355.0,진안동,233000640.0,37.2133667,127.04065,경기도 화성시,4130128.0
37714,191638,241491009,35,26,롯데시네마,233002403,55291.0,롯데시네마,233002403.0,37.21425,127.0426333,경기도 화성시,4120750.0
37716,191640,241491009,35,28,안화초교.주공8.9단지,233000072,36373.0,안화초교.주공8.9단지,233000072.0,37.2132,127.0459,경기도 화성시,4108015.0
37717,191641,241491009,35,29,안화고등학교,233002393,55280.0,안화고등학교,233002393.0,37.2115,127.0472,경기도 화성시,4116268.0
37718,191642,241491009,35,30,주공5단지,233001685,37746.0,주공5단지,233001685.0,37.2099833,127.04775,경기도 화성시,4108014.0
37719,191643,241491009,35,31,주공4단지,233001686,37710.0,주공4단지,233001686.0,37.2084167,127.04456670000002,경기도 화성시,4170922.0
37720,191644,241491009,35,32,우남퍼스트빌,233000080,36366.0,우남퍼스트빌,233000080.0,37.2076167,127.0429333,경기도 화성시,4108011.0
37721,191645,241491009,35,33,주공1.2단지,233000079,36356.0,주공1.2단지,233000079.0,37.2081,127.04106670000002,경기도 화성시,4108009.0
37722,191646,241491009,35,34,신한에스빌아파트,233000062,37352.0,신한에스빌아파트,233000062.0,37.2088167,127.0387833,경기도 화성시,4195534.0
37723,191647,241491009,35,35,동부출장소앞,233000676,36756.0,동부출장소앞,233000676.0,37.2080833,127.0361333,경기도 화성시,4170258.0
37724,191648,241491009,35,36,병점역사거리,233000702,36345.0,병점역사거리,233000702.0,37.2069167,127.0356333,경기도 화성시,4151651.0
37725,191649,241491009,35,37,홈플러스.벌말초교,233000100,36351.0,홈플러스.벌말초교,233000100.0,37.2033,127.03813329999998,경기도 화성시,4100049.0
37726,191650,241491009,35,38,한일타운아파트,233000098,36349.0,한일타운아파트,233000098.0,37.2003333,127.0377,경기도 화성시,4130130.0
37727,191651,241491009,35,39,유엔아이,233001920,37935.0,유엔아이,233001920.0,37.20385,127.03383329999998,경기도 화성시,4170340.0
37728,191652,241491009,35,40,병점역후문,233000701,36339.0,병점역후문,233000701.0,37.2068667,127.0318333,경기도 화성시,4130131.0
37729,191653,241491009,35,41,진안5통.병점육교,233000950,36337.0,진안5통.병점육교,233000950.0,37.2089833,127.03043329999998,경기도 화성시,4130132.0
37730,191654,241491009,35,42,안용중학교.현충탑,233000670,36328.0,안용중학교.현충탑,233000670.0,37.2055667,127.02191670000002,경기도 화성시,4130133.0
37731,191655,241491009,35,43,송산동입구,233000669,36318.0,송산동입구,233000669.0,37.20585,127.0177833,경기도 화성시,4130134.0
37732,191656,241491009,35,44,안녕농협삼거리,233000604,36312.0,안녕농협삼거리,233000604.0,37.2053,127.01425,경기도 화성시,4130135.0
37733,191657,241491009,35,45,남수원현대아파트,233000603,36307.0,남수원현대아파트,233000603.0,37.2076667,127.0105167,경기도 화성시,4130136.0
37734,191658,241491009,35,46,우남블루존.원광병원,233000602,36301.0,우남블루존아파트,233000602.0,37.2098333,127.0092333,경기도 화성시,4117411.0
37735,191659,241491009,35,47,용주사,233000601,36288.0,용주사,233000601.0,37.2105167,127.0043,경기도 화성시,4130138.0
37736,191660,241491009,35,48,안녕자원,233001130,36281.0,안녕자원,233001130.0,37.2096667,127.00046670000002,경기도 화성시,4117412.0
37737,191661,241491009,35,49,지킴이마을.타래치길,233001131,36273.0,지킴이마을.타래치길,233001131.0,37.207,126.9930167,경기도 화성시,4117413.0
37738,191662,241491009,35,50,융건릉,233000600,36262.0,융건릉,233000600.0,37.20805,126.9887,경기도 화성시,4116670.0
37739,191663,241491009,35,51,안녕4통,233002234,55122.0,안녕4통,233002234.0,37.2126333,126.98278329999998,경기도 화성시,4117345.0
37740,191664,241491009,35,52,수원대학교,233000576,36204.0,수원대학교,233000576.0,37.2141667,126.97915,경기도 화성시,4116671.0
37746,191670,241491010,100,1,화남아파트,233002001,37985.0,화남아파트,233002001.0,37.2128833,127.03721670000002,경기도 화성시,4102864.0
37747,191671,241491010,100,2,병점사거리,233000703,36753.0,병점사거리,233000703.0,37.2083833,127.0344333,경기도 화성시,4170271.0
37748,191672,241491010,100,3,병점역,233002064,55034.0,병점역,233002064.0,37.2068333,127.03383329999998,경기도 화성시,4170487.0
37749,191673,241491010,100,4,홈플러스.벌말초교,233000100,36351.0,홈플러스.벌말초교,233000100.0,37.2033,127.03813329999998,경기도 화성시,4100049.0
37750,191674,241491010,100,5,성호아파트,233001290,36364.0,성호아파트,233001290.0,37.1999,127.04108329999998,경기도 화성시,4130083.0
37751,191675,241491010,100,6,우남아파트,233001229,37516.0,우남아파트,233001229.0,37.1989833,127.04785,경기도 화성시,4170867.0
37752,191676,241491010,100,7,신일해피트리아파트,233002272,55150.0,신일해피트리아파트,233002272.0,37.2003,127.0533,경기도 화성시,4197436.0
37755,191679,241491010,100,10,한신아파트,233002344,37738.0,한신아파트,233002344.0,37.2033167,127.04201670000002,경기도 화성시,4170352.0
37757,191681,241491010,100,12,신창2차아파트,233000086,36376.0,신창2차아파트,233000086.0,37.2096833,127.0475833,경기도 화성시,4108013.0
37758,191682,241491010,100,13,안화고등학교,233002394,55281.0,안화고등학교,233002394.0,37.2114333,127.04751670000002,경기도 화성시,4116267.0
37759,191683,241491010,100,14,안화초교.주공8.9단지,233000071,36372.0,안화초교.주공8.9단지,233000071.0,37.2133,127.0460833,경기도 화성시,4108016.0
37760,191684,241491010,100,15,중심상가,233000066,36795.0,중심상가,233000066.0,37.21515,127.04375,경기도 화성시,4170338.0
37761,191685,241491010,100,16,롯데시네마,233002132,55279.0,롯데시네마,233002132.0,37.2144833,127.04245,경기도 화성시,4119331.0
37763,191687,241491010,100,18,화남아파트,233002001,37985.0,화남아파트,233002001.0,37.2128833,127.03721670000002,경기도 화성시,4102864.0
37771,191695,241491011,38-1,8,와우농협앞,233000942,36187.0,와우농협앞,233000942.0,37.2179833,126.97445,경기도 화성시,4116675.0
37772,191696,241491011,38-1,9,와우2리,233000944,36193.0,와우2리,233000944.0,37.2159,126.9761833,경기도 화성시,4116673.0
37773,191697,241491011,38-1,10,수원대학교,233000575,36210.0,수원대학교,233000575.0,37.2138333,126.9797667,경기도 화성시,4117231.0
37774,191698,241491011,38-1,11,안녕4통,233002233,55121.0,안녕4통,233002233.0,37.2123,126.9829,경기도 화성시,4117346.0
37775,191699,241491011,38-1,12,융건릉,233000585,36264.0,융건릉,233000585.0,37.2078167,126.98883329999998,경기도 화성시,4116669.0
37776,191700,241491011,38-1,13,타래치길,233001227,36661.0,타래치길,233001227.0,37.2072167,126.9934167,경기도 화성시,4195720.0
37778,191702,241491011,38-1,15,용주사,233000584,36289.0,용주사,233000584.0,37.2105833,127.00521670000002,경기도 화성시,4116688.0
37779,191703,241491011,38-1,16,우남블루존.원광병원,233000583,36302.0,우남블루존아파트,233000583.0,37.2096667,127.0092,경기도 화성시,4116689.0
37780,191704,241491011,38-1,17,남수원현대아파트,233000582,36308.0,남수원현대아파트,233000582.0,37.2071,127.0106,경기도 화성시,4116690.0
37781,191705,241491011,38-1,18,안녕농협삼거리,233000581,36314.0,안녕농협삼거리,233000581.0,37.2052167,127.0147,경기도 화성시,4116691.0
37782,191706,241491011,38-1,19,송산동입구,233000643,36315.0,송산동입구,233000643.0,37.2055667,127.0172,경기도 화성시,4116692.0
37783,191707,241491011,38-1,20,동문아파트,233000642,36327.0,동문아파트,233000642.0,37.2054,127.02225,경기도 화성시,4116693.0
37784,191708,241491011,38-1,21,병점화남아파트,233000641,36347.0,병점화남아파트,233000641.0,37.21196670000001,127.03755,경기도 화성시,4108007.0
37785,191709,241491011,38-1,22,진안동,233000640,36355.0,진안동,233000640.0,37.2133667,127.04065,경기도 화성시,4130128.0
37786,191710,241491011,38-1,23,롯데시네마,233002403,55291.0,롯데시네마,233002403.0,37.21425,127.0426333,경기도 화성시,4120750.0
37788,191712,241491011,38-1,25,안화초교.주공8.9단지,233000072,36373.0,안화초교.주공8.9단지,233000072.0,37.2132,127.0459,경기도 화성시,4108015.0
37789,191713,241491011,38-1,26,안화고등학교,233002393,55280.0,안화고등학교,233002393.0,37.2115,127.0472,경기도 화성시,4116268.0
