"운수사","사업자ID","노선ID","노선번호","순번","정류소ID","정류소번호","정류소명","구간거리","위도","경도","TM_X","TM_Y"
"(화성)소망운수","4120500","41205011","3-2","30","4117388","36236","동남아파트","526","37.16358333","126.9835833","198474.348545418","406864.327483416"
"(화성)소망운수","4120500","41205011","3-2","31","4117386","36238","정남초등학교","477","37.16765","126.9839","198502.607879096","407315.701864655"
"(화성)소망운수","4120500","41205011","3-2","32","4130211","36280","용수리","1592","37.16873333","126.9999667","199929.269416889","407435.288047275"
"(화성)소망운수","4120500","41205011","3-2","33","4130220","36300","고지리","974","37.1638","127.0078333","200594.00000000000","406882.00000000000"
"(화성)소망운수","4120500","41205011","3-2","34","4130219","36320","내리","1012","37.16208333","127.0186833","201596.00000000000","406693.00000000000"
"(화성)소망운수","4120500","41205011","3-2","35","4195391","36331","수면리","337","37.16175","127.0224","201921.00000000000","406654.00000000000"
"(화성)소망운수","4120500","41205011","3-2","36","4176951","24198","가장슈퍼","1206","37.16063333","127.0355667","203090.00000000000","406537.00000000000"
"(화성)소망운수","4120500","41205011","3-2","37","4130540","24013","영일주유소","220","37.15985","127.03785","203289.00000000000","406452.00000000000"
"(화성)소망운수","4120500","41205011","3-2","38","4114377","24424","가장산업단지","261","37.1587","127.0403333","203514.695802724","406323.54814561"
"(화성)소망운수","4120500","41205011","3-2","39","4130539","24022","서동입구","466","37.15623333","127.0447333","203906.245771603","406050.358011576"
"(화성)소망운수","4120500","41205011","3-2","40","4130510","24288","오산성당앞","902","37.15441667","127.0538833","204719.363435583","405848.535795695"
"(화성)소망운수","4120500","41205011","3-2","41","4176997","24215","오산성당","505","37.15155","127.0582333","205105.852346553","405529.713783198"
"(화성)소망운수","4120500","41205011","3-2","42","4130426","24069","남촌오거리","431","37.1504","127.06185","205426.546617149","405402.505829086"
"(화성)소망운수","4120500","41205011","3-2","43","4151725","24075","오산대학","309","37.15278333","127.0631","205545.00000000000","405686.00000000000"
"(화성)소망운수","4120500","41205011","3-2","44","4100032","24083","꿈빛나래청소년문화의집","737","37.15913333","127.0645833","205668.732278015","406371.778397082"
"(화성)소망운수","4120500","41205011","3-2","45","4176953","24096","궐동","478","37.15808333","127.0669","205875.094535894","406255.035401845"
"(화성)소망운수","4120500","41205011","3-2","46","4100029","24120","오산장터","464","37.15411667","127.0685167","206019.022606104","405816.395314286"
"(화성)소망운수","4120500","41205011","3-2","47","4100027","24119","오색시장","192","37.1524","127.0685333","206020.900769759","405626.113549007"
"(화성)소망운수","4120500","41205011","3-2","48","4160382","24112","중원사거리","285","37.14983333","127.0684333","206011.574864264","405340.99856239"
"(화성)소망운수","4120500","41205011","3-2","49","4176961","24467","오산역환승센터2층(2승강장)","676","37.14625","127.0666667","205855.937311263","404942.402345596"
"(화성)소망운수","4120500","41205011","3-2","50","4130419","24133","문화의거리","585","37.14633333","127.0706167","206185","404950"
"(화성)소망운수","4120500","41205011","3-2","51","4130421","24135","세명프라자.하나은행","765","37.14898333","127.0712167","206259.29887514","405245.769000455"
"(화성)소망운수","4120500","41205011","3-2","52","4197425","24178","성모병원","172","37.14903333","127.0692833","206087.751720017","405251.940899948"
"(화성)소망운수","4120500","41205011","3-2","53","4100024","24108","중원사거리","170","37.14985","127.0685833","206025.281839183","405341.621606704"
"(화성)소망운수","4120500","41205011","3-2","54","4197438","24179","오색시장","167","37.15138333","127.0686333","206030.209140976","405511.937675163"
"(화성)소망운수","4120500","41205011","3-2","55","4177001","24109","재래시장앞","151","37.15271667","127.0687","206034.93349359","405660.358244455"
"(화성)소망운수","4120500","41205011","3-2","56","4100028","24110","오산장터","138","37.15396667","127.0687167","206036.616752879","405798.913232141"
"(화성)소망운수","4120500","41205011","3-2","57","4100030","24095","대우3차아파트.궐동","446","37.15776667","127.0671833","205900.301145884","406220.747426593"
"(화성)소망운수","4120500","41205011","3-2","58","4151726","24084","궐리사앞","667","37.15775","127.0645","205660","406220"
"(화성)소망운수","4120500","41205011","3-2","59","4151724","24076","오산대학앞","618","37.15283333","127.0628333","205513","405662"
"(화성)소망운수","4120500","41205011","3-2","60","4130537","24059","남촌오거리","420","37.1505","127.0602667","205336","405372"
"(화성)소망운수","4120500","41205011","3-2","61","4130440","24051","오산성당.청학동","299","37.15178333","127.0582167","205103.952112347","405556.649144742"
"(화성)소망운수","4120500","41205011","3-2","62","4100031","24285","오산성당","495","37.15463333","127.054","204729.563836386","405872.215297558"
"(화성)소망운수","4120500","41205011","3-2","63","4130538","24021","서동입구","910","37.15651667","127.0445333","203888.030770169","406080.594913955"
"(화성)소망운수","4120500","41205011","3-2","64","4113292","24315","가장산업단지","532","37.15933333","127.0398","203467.21190976","406393.148138648"
"(화성)소망운수","4120500","41205011","3-2","65","4199421","24251","가장동","390","37.16076667","127.0357833","203111.322535076","406551.806111971"
"(화성)소망운수","4120500","41205011","3-2","66","4195390","36330","수면리","1240","37.16186667","127.0222167","201918.00000000000","406675.00000000000"
"(화성)소망운수","4120500","41205011","3-2","67","4130216","36324","내리교회","189","37.16213333","127.0201333","201719.00000000000","406701.00000000000"
"(화성)소망운수","4120500","41205011","3-2","68","4130221","36299","고지리","1183","37.16393333","127.0073833","200650.00000000000","406903.00000000000"
"(화성)소망운수","4120500","41205011","3-2","69","4198840","37605","용수리","931","37.16881667","127.0000167","199934.549934512","407445.379703176"
"(화성)소망운수","4120500","41205011","3-2","70","4130213","36239","정남초등학교","1567","37.16781667","126.9837667","198491.393056146","407334.376073864"
"(화성)소망운수","4120500","41205011","3-2","71","4117389","36235","동남아파트","556","37.16316667","126.9832833","198447.690664254","406819.190843717"
"(화성)소망운수","4120500","41205011","3-2","72","4117390","36226","덕신상가","475","37.15918333","126.9821167","198341.72797100000","406372.89451400000"
"(화성)소망운수","4120500","41205011","3-2","73","4117397","36223","계향1리","402","37.15531667","126.9817167","198311.00000000000","405983.00000000000"
"(화성)소망운수","4120500","41205011","3-2","74","4117395","36218","계향리입구","354","37.15241667","126.9812167","198260.454381846","405623.260546036"
"(화성)소망운수","4120500","41205011","3-2","75","4117394","37336","증거리입구","1843","37.13773333","126.9774167","197911","404041"
"(화성)소망운수","4120500","41205011","3-2","76","4115436","55261","귀래산업단지","642","37.13323333","126.98185","198319.706260262","403495.752181313"
"(화성)소망운수","4120500","41205011","3-2","77","4130327","37343","갈천다리","1067","37.12523333","126.9844667","198551.664169266","402608.486172534"
"(화성)소망운수","4120500","41205011","3-2","78","4170334","36711","갈천초등학교","419","37.1251","126.9799667","198140","402591"
"(화성)소망운수","4120500","41205011","3-2","79","4130331","37335","갈천리","262","37.12486667","126.9769667","197881.00000000000","402571.00000000000"
"(화성)소망운수","4120500","41205011","3-2","80","4130333","37333","길성리","250","37.12485","126.97415","197634.648859985","402565.184298927"
"(화성)소망운수","4120500","41205011","3-2","81","4170492","55127","송곡리입구","330","37.12661667","126.9712167","197375.31401373","402762.128062187"
"(화성)소망운수","4120500","41205011","3-2","82","4130335","37331","송곡리","400","37.12858333","126.9675667","197050.931103596","402979.83565754"
"(화성)소망운수","4120500","41205011","3-2","83","4170361","37328","아시아자동차","531","37.13148333","126.9629","196634","403300"
"(화성)소망운수","4120500","41205011","3-2","84","4130340","37326","동오리","322","37.13091667","126.9593833","196323.256327751","403240.211546802"
"(화성)소망운수","4120500","41205011","3-2","85","4130341","37323","동오사거리","715","37.13108333","126.9515","195622.894850345","403258.991461625"
"(화성)소망운수","4120500","41205011","3-2","86","4170932","37558","동오리마을회관","669","37.13585","126.95045","195530.478966569","403787.860143347"
"(화성)소망운수","4120500","41205011","3-2","87","4170357","36802","관리마을회관","981","37.12795","126.9479667","195307.972314319","402911.87603097"
"(화성)소망운수","4120500","41205011","3-2","88","4170945","36741","향남교회","553","37.12338333","126.9473333","195251.711784903","402403.464689305"
"(화성)소망운수","4120500","41205011","3-2","89","4170804","37465","백토1리","771","37.11768333","126.9438333","194940.336079167","401772.456545435"
"(화성)소망운수","4120500","41205011","3-2","90","4170251","36747","향남초등학교","169","37.11868333","126.9424833","194820.4762818","401882.612969529"
"(화성)소망운수","4120500","41205011","3-2","91","4198446","37981","안골목장","546","37.12276667","126.9394833","194553.676525448","402335.612430374"
"(화성)소망운수","4120500","41205011","3-2","92","4170898","37545","백토리상공회의소","1299","37.13068333","126.9302667","193736.35040835","403214.909733418"
"(화성)소망운수","4120500","41205011","3-2","93","4130347","37303","행정리","193","37.13085","126.9281167","193544.258558241","403234.511714668"
"(화성)소망운수","4120500","41205011","3-2","94","4105649","37957","상록하늘채","261","37.13111667","126.9252167","193287.587740257","403264.266606134"
"(화성)소망운수","4120500","41205011","3-2","95","4116269","55252","향남홈플러스","256","37.13158333","126.9223833","193035.648802766","403315.414077882"
"(화성)소망운수","4120500","41205011","3-2","96","4130350","37288","향남읍행정복지센터","288","37.13176667","126.91915","192748.909956147","403337.250483928"
"(화성)소망운수","4120500","41205011","3-2","97","4130354","37269","화성중앙병원.발안초등학교","683","37.13118333","126.9115","192068.948955196","403271.693937294"
"(화성)소망운수","4120500","41205011","3-2","98","4198939","37625","발안사거리.평리","211","37.13171667","126.9105333","191983.037914314","403331.914067724"
"(화성)소망운수","4120500","41205011","3-2","99","4130357","37270","발안삼거리.바다마트","511","37.13591667","126.91095","192019.492517722","403796.948034428"
"(화성)소망운수","4120500","41205011","3-2","100","4130358","37256","화성중고등학교","491","37.13793333","126.90605","191585.198454336","404022.326164405"
"(화성)소망운수","4120500","41205012","50","0","4130392","36037","대광아파트","0","37.19426667","126.8340167","185195.81427503","410283.231250475"
"(화성)소망운수","4120500","41205012","50","1","4130194","36036","공군부대입구","329","37.19625","126.83125","184951.149386235","410503.130514596"
"(화성)소망운수","4120500","41205012","50","2","4102925","36028","화성시청","345","37.19836667","126.82845","184701.683720641","410738.224598992"
"(화성)소망운수","4120500","41205012","50","3","4170415","36804","남양뉴타운.양우내안애","576","37.20233333","126.8243","184335.366705869","411179.462910844"
"(화성)소망운수","4120500","41205012","50","4","4130189","36023","남양중고교입구","287","37.20431667","126.8222833","184156.706421427","411399.647906012"
"(화성)소망운수","4120500","41205012","50","5","4170958","37567","기업은행","414","37.20731667","126.8196833","183925.532006945","411733.709610244"
"(화성)소망운수","4120500","41205012","50","6","4102894","36019","남양사거리","244","37.20916667","126.8190167","183866.61349223","411938.88044457"
"(화성)소망운수","4120500","41205012","50","7","4102896","36025","남양읍행정복지센터","423","37.21148333","126.8227","184194.985381323","412195.432902677"
"(화성)소망운수","4120500","41205012","50","8","4102898","36029","동수원남양병원","696","37.21453333","126.8295667","184804.034899397","412533.127527663"
"(화성)소망운수","4120500","41205012","50","9","4130188","36040","북양2리","691","37.21761667","126.8358167","185360.70654273","412874.465986278"
"(화성)소망운수","4120500","41205012","50","10","4115241","55254","봉림사입구","435","37.21748333","126.841","185820.77728727","412858.678694339"
"(화성)소망운수","4120500","41205012","50","11","4121823","55346","북양산업단지","1064","37.21488333","126.85215","186808.798195248","412568.37768453"
"(화성)소망운수","4120500","41205012","50","12","4130186","36052","북양교차로","483","37.21135","126.8552833","187086.162473764","412176.709258155"
"(화성)소망운수","4120500","41205012","50","13","4130184","37189","자안리","2561","37.19778333","126.8765","188968.025331268","410667.525474199"
"(화성)소망운수","4120500","41205012","50","14","4130181","37199","청요사거리","373","37.1982","126.88055","189337.00000000000","410709.00000000000"
"(화성)소망운수","4120500","41205012","50","15","4116515","55422","추모공원","210","37.19918333","126.8825167","189502.393089761","410822.791745729"
"(화성)소망운수","4120500","41205012","50","16","4107860","37213","청요3리마을회관","364","37.20065","126.8860667","189818.236961606","410985.131067027"
"(화성)소망운수","4120500","41205012","50","17","4170713","36712","가골입구앞","494","37.20223333","126.8911167","190267.006777968","411160.260226336"
"(화성)소망운수","4120500","41205012","50","18","4130179","37227","청요2리","346","37.20306667","126.8948","190593.361105263","411251.458804687"
"(화성)소망운수","4120500","41205012","50","19","4107856","37232","청요리","548","37.19955","126.8973","190799.00000000000","410856.00000000000"
"(화성)소망운수","4120500","41205012","50","20","4130177","37247","기천저수지","809","37.19368333","126.9009333","191137.500024097","410210.532198975"
"(화성)소망운수","4120500","41205012","50","21","4130175","36054","초당골","1069","37.19805","126.9107167","192005.696555339","410694.281448915"
"(화성)소망운수","4120500","41205012","50","22","4130173","36057","상기2리","411","37.19818333","126.91505","192390.331482314","410707.173037273"
"(화성)소망운수","4120500","41205012","50","23","4130171","36059","상기2리입구","404","37.1994","126.9191667","192755.620387967","410843.194320391"
"(화성)소망운수","4120500","41205012","50","24","4130169","36063","상기1리즘곰마을","501","37.2006","126.9244167","193221.986051922","410974.935109777"
"(화성)소망운수","4120500","41205012","50","25","4130167","36066","상기1리호현리","392","37.20281667","126.9277","193513.927176724","411221.893669511"
"(화성)소망운수","4120500","41205012","50","26","4130164","36072","상기1리세거리","293","37.20303333","126.9309167","193800.524017664","411245.451167656"
"(화성)소망운수","4120500","41205012","50","27","4130162","36076","수원여대혜란캠퍼스","166","37.20261667","126.9327333","193960.465038269","411198.541050355"
"(화성)소망운수","4120500","41205012","50","28","4130160","36110","왕림휴게소","1357","37.20396667","126.9428167","194856.846508533","411347.413511141"
"(화성)소망운수","4120500","41205012","50","29","4117433","36113","장안대학","1043","37.21325","126.9440333","194965","412380"
"(화성)소망운수","4120500","41205012","50","30","4130156","36118","삼봉마을.신안인스빌","660","37.2184","126.9467333","195204.711170184","412949.363961037"
"(화성)소망운수","4120500","41205012","50","31","4117322","36122","봉담읍행정복지센터","334","37.22031667","126.9495833","195457.369597336","413161.248261541"
"(화성)소망운수","4120500","41205012","50","32","4117427","37883","봉담중.고등학교","594","37.2194","126.9538667","195837.417827883","413060.143504602"
"(화성)소망운수","4120500","41205012","50","33","4130061","55054","동일하이빌.상봉초등학교","276","37.21768333","126.9561","196036.68412722","412869.747039801"
"(화성)소망운수","4120500","41205012","50","34","4116676","37881","동일하이빌.화성고용센터","246","37.21636667","126.9583333","196233.913184413","412722.813838909"
"(화성)소망운수","4120500","41205012","50","35","4199070","37677","동화휴먼시아6단지","209","37.21508333","126.96005","196386.69088803","412580.987942003"
"(화성)소망운수","4120500","41205012","50","36","4117430","37882","주공6단지","182","37.21368333","126.9609667","196468.504405722","412424.675324125"
"(화성)소망운수","4120500","41205012","50","37","4107885","37966","분천리.분천교회","527","37.2093","126.9596667","196352.248429993","411938.245202537"
"(화성)소망운수","4120500","41205012","50","38","4170241","36752","수원신학교","854","37.20303333","126.9642833","196762.593443898","411244.009127961"
"(화성)소망운수","4120500","41205012","50","39","4130148","36156","보통리입구","710","37.19856667","126.96935","197212.292059326","410747.475104869"
"(화성)소망운수","4120500","41205012","50","40","4130146","36200","아랫말.수기리","852","37.19911667","126.9780833","197987.211844151","410807.908231603"
"(화성)소망운수","4120500","41205012","50","41","4130144","36214","수기리","181","37.19983333","126.97985","198143.105470445","410888.371593638"
"(화성)소망운수","4120500","41205012","50","42","4116665","36246","남산공단입구","501","37.19898333","126.9843","198538.816922559","410793.471117283"
"(화성)소망운수","4120500","41205012","50","43","4116664","36212","수원과학대학","929","37.19321667","126.9798","198139.41321859","410153.565860619"
"(화성)소망운수","4120500","41205012","50","44","4116666","36249","남산공단입구","845","37.19923333","126.9844833","198554.585863469","410821.845881848"
"(화성)소망운수","4120500","41205012","50","45","4116668","36229","그린피아호텔","512","37.20351667","126.98285","198409.618680761","411295.97189898"
"(화성)소망운수","4120500","41205012","50","46","4115417","55271","안녕3통입구","291","37.2051","126.9851","198609.414441745","411472.187455498"
"(화성)소망운수","4120500","41205012","50","47","4130139","36265","융건릉","444","37.20765","126.9888833","198945.28643244","411754.478468656"
"(화성)소망운수","4120500","41205012","50","48","4195720","36661","타래치길","471","37.20721667","126.9934167","199348.698848789","411706.825156791"
"(화성)소망운수","4120500","41205012","50","49","4195719","36660","안녕자원앞","734","37.20966667","127.0006833","199994.095102098","411977.983901541"
"(화성)소망운수","4120500","41205012","50","50","4116688","36289","용주사","456","37.21058333","127.0052167","200396.085596111","412079.635679002"
"(화성)소망운수","4120500","41205012","50","51","4116689","36302","우남블루존.원광병원","422","37.20966667","127.0092","200748.811786076","411978.477514357"
"(화성)소망운수","4120500","41205012","50","52","4116690","36308","남수원현대아파트","312","37.2071","127.0106","200873.798126097","411694.428834132"
"(화성)소망운수","4120500","41205012","50","53","4116691","36314","안녕농협삼거리","445","37.20521667","127.0147","201237.051057263","411485.128963123"
"(화성)소망운수","4120500","41205012","50","54","4116692","36315","송산동입구","229","37.20556667","127.0172","201459.508935921","411524.283462358"
"(화성)소망운수","4120500","41205012","50","55","4116693","36327","동문아파트","453","37.2054","127.02225","201908.468900721","411506.115125519"
"(화성)소망운수","4120500","41205012","50","56","4116694","36336","진안5통.병점육교","870","37.20873333","127.0304167","202633.393338348","411875.711672531"
"(화성)소망운수","4120500","41205012","50","57","4116695","36338","병점역후문","231","37.2069","127.0316333","202741.044439375","411672.720510372"
"(화성)소망운수","4120500","41205012","50","58","4170339","37933","유엔아이","459","37.20325","127.0340833","202958.79146642","411267.992284692"
"(화성)소망운수","4120500","41205012","50","59","4116696","36348","한일타운아파트","463","37.20025","127.03755","203266.859950971","410933.544740009"
"(화성)소망운수","4120500","41205012","50","60","4100048","36350","신창미션힐.송화초교","779","37.20378333","127.0382167","203325.697179955","411326.356423589"
"(화성)소망운수","4120500","41205012","50","61","4151651","36345","병점역사거리","654","37.20695","127.0356167","203094.688937081","411677.665058043"
"(화성)소망운수","4120500","41205012","50","62","4100049","36351","홈플러스.벌말초교","466","37.2033","127.0381333","203318.700558788","411273.478370247"
"(화성)소망운수","4120500","41205012","50","63","4130130","36349","한일타운아파트","734","37.20033333","127.0377","203280.265241678","410943.384586844"
"(화성)소망운수","4120500","41205012","50","64","4170340","37935","유엔아이","538","37.20385","127.0338333","202936.774315062","411333.975819375"
"(화성)소망운수","4120500","41205012","50","65","4130131","36339","병점역후문","379","37.20686667","127.0318333","202758.066197836","411668.046684808"
"(화성)소망운수","4120500","41205012","50","66","4130133","36328","안용중학교.현충탑","1137","37.20556667","127.0219167","201878.60234936","411524.674754517"
"(화성)소망운수","4120500","41205012","50","67","4130134","36318","송산동입구","372","37.20585","127.0177833","201511.376029918","411555.325701127"
"(화성)소망운수","4120500","41205012","50","68","4130135","36312","안녕농협삼거리","331","37.2053","127.01425","201197.363873488","411494.591450767"
"(화성)소망운수","4120500","41205012","50","69","4130136","36307","남수원현대아파트","459","37.20766667","127.0105167","200866.079830595","411757.242020558"
"(화성)소망운수","4120500","41205012","50","70","4117411","36301","우남블루존.원광병원","266","37.20983333","127.0092333","200751.63720262","411997.209244209"
"(화성)소망운수","4120500","41205012","50","71","4130138","36288","용주사","494","37.21051667","127.0043","200314.79018911","412073.274820384"
"(화성)소망운수","4120500","41205012","50","72","4117412","36281","안녕자원","392","37.20966667","127.0004667","199976","411978"
"(화성)소망운수","4120500","41205012","50","73","4117413","36273","지킴이마을.타래치길","746","37.207","126.9930167","199325.00000000000","411695.00000000000"
"(화성)소망운수","4120500","41205012","50","74","4151730","36263","융건릉","455","37.2076","126.9887","198930.079347393","411749.996024653"
"(화성)소망운수","4120500","41205012","50","75","4115416","55270","안녕4통입구","388","37.2054","126.9854167","198637.385261258","411504.525997894"
"(화성)소망운수","4120500","41205012","50","76","4116667","36228","그린피아호텔","339","37.20343333","126.9827833","198404.434364333","411287.105160765"
"(화성)소망운수","4120500","41205012","50","77","4116665","36246","남산공단입구","533","37.19898333","126.9843","198538.816922559","410793.471117283"
"(화성)소망운수","4120500","41205012","50","78","4116664","36212","수원과학대학","929","37.19321667","126.9798","198139.41321859","410153.565860619"
"(화성)소망운수","4120500","41205012","50","79","4116666","36249","남산공단입구","845","37.19923333","126.9844833","198554.585863469","410821.845881848"
"(화성)소망운수","4120500","41205012","50","80","4130143","36217","흥법사입구","423","37.20005","126.98035","198188.229046925","410911.304769339"
"(화성)소망운수","4120500","41205012","50","81","4117429","36197","수기리아랫말","209","37.19936667","126.9782","197996.597196451","410835.353276963"
"(화성)소망운수","4120500","41205012","50","82","4130147","36158","보통리입구","890","37.1987","126.96925","197202.333582555","410761.375478695"
"(화성)소망운수","4120500","41205012","50","83","4170242","36751","수원신학교","687","37.20303333","126.9644167","196773.375400744","411244.009127961"
"(화성)소망운수","4120500","41205012","50","84","4107886","37972","분천리.분천교회","808","37.2088","126.9595333","196340.734965903","411884.166810599"
"(화성)소망운수","4120500","41205012","50","85","4107884","37970","동화중학교","575","37.21365","126.9612167","196489.597827411","412421.059308978"
"(화성)소망운수","4120500","41205012","50","86","4130387","37762","동화휴먼시아6단지","143","37.21483333","126.96055","196431.215747386","412552.492124058"
"(화성)소망운수","4120500","41205012","50","87","4131034","37765","중심상가.화성고용센터","192","37.2161","126.9591167","196304.333791631","412694.184503996"
"(화성)소망운수","4120500","41205012","50","88","4170498","55062","동화휴먼시아1단지.상봉초등학교","294","37.2177","126.95645","196068.060737167","412871.102458058"
"(화성)소망운수","4120500","41205012","50","89","4130338","37688","봉담택지지구","357","37.2199","126.9535","195806.328552096","413116.215734183"
"(화성)소망운수","4120500","41205012","50","90","4117321","36123","봉담읍행정복지센터","547","37.22041667","126.9493","195432.667337686","413173.348982822"
"(화성)소망운수","4120500","41205012","50","91","4130155","36119","삼봉마을.신안인스빌","342","37.21873333","126.9467667","195169","412958"
"(화성)소망운수","4120500","41205012","50","92","4130157","36111","장안대학","602","37.2141","126.9437","194933","412420"
"(화성)소망운수","4120500","41205012","50","93","4130159","36109","왕림휴게소","1028","37.20446667","126.94275","194850.125720937","411403.569425284"
"(화성)소망운수","4120500","41205012","50","94","4130161","36099","아울렛패션몰","712","37.20005","126.9394833","194583","410891"
"(화성)소망운수","4120500","41205012","50","95","4130163","36075","수원여대혜란캠퍼스","669","37.20261667","126.9330667","193990.75678124","411199.408515026"
"(화성)소망운수","4120500","41205012","50","96","4130165","36069","세거리.상기1리","202","37.20315","126.9308833","193796.141668241","411258.144926043"
"(화성)소망운수","4120500","41205012","50","97","4130166","36067","호현리.상기1리","296","37.20286667","126.9276","193504.843732832","411226.790830566"
"(화성)소망운수","4120500","41205012","50","98","4130168","36064","즘곰마을.상기1리","385","37.20066667","126.9243667","193218.760664621","410982.608356109"
"(화성)소망운수","4120500","41205012","50","99","4130170","36060","상기2리입구","493","37.19948333","126.9192333","192762.280679181","410851.464791898"
"(화성)소망운수","4120500","41205012","50","100","4117425","36056","상기2리마을회관","410","37.19825","126.9150667","192392.449385871","410715.738812769"
"(화성)소망운수","4120500","41205012","50","101","4130174","36055","초당골앞","418","37.19808333","126.9106333","191998.236472671","410697.536757715"
"(화성)소망운수","4120500","41205012","50","102","4130176","37249","기천저수지","1067","37.19375","126.9008833","191131.767066225","410217.641066736"
"(화성)소망운수","4120500","41205012","50","103","4117422","37233","청요1리","779","37.19955","126.8974333","190827.274821792","410860.65497794"
"(화성)소망운수","4120500","41205012","50","104","4107862","37226","청요리","535","37.20313333","126.8953","190635.00000000000","411268.00000000000"
"(화성)소망운수","4120500","41205012","50","105","4107861","37212","청요3리","885","37.20078333","126.8860833","189818.88331187","410999.657152405"
"(화성)소망운수","4120500","41205012","50","106","4119910","55423","추모공원","366","37.19928333","126.8824833","189499.973080512","410832.81749833"
"(화성)소망운수","4120500","41205012","50","107","4130182","37197","청요사거리","335","37.19788333","126.8796","189216","410680"
"(화성)소망운수","4120500","41205012","50","108","4130183","37192","자안리","265","37.198","126.87635","188954.355038314","410691.961386034"
"(화성)소망운수","4120500","41205012","50","109","4130185","36053","북양교차로","2480","37.21118333","126.8559833","187148.907776456","412157.668489566"
"(화성)소망운수","4120500","41205012","50","110","4121824","55345","북양산업단지","645","37.21551667","126.8513333","186736.906188027","412639.448068811"
"(화성)소망운수","4120500","41205012","50","111","4115251","55255","봉림사입구","986","37.21756667","126.8407833","185800.964750803","412868.044620668"
"(화성)소망운수","4120500","41205012","50","112","4130187","36041","북양2리","442","37.21778333","126.8358667","185364.092913704","412892.24443389"
"(화성)소망운수","4120500","41205012","50","113","4102899","36030","동수원남양병원","658","37.21473333","126.8295167","184799.575839503","412554.927376034"
"(화성)소망운수","4120500","41205012","50","114","4102897","36026","남양읍행정복지센터","616","37.212","126.8235","184265.558356553","412252.488726037"
"(화성)소망운수","4120500","41205012","50","115","4102895","36021","남양사거리","487","37.20943333","126.8191","183874.02386843","411968.08860047"
"(화성)소망운수","4120500","41205012","50","116","4130397","36018","기업은행","117","37.20848333","126.8187167","183839.993491238","411863.20527933"
"(화성)소망운수","4120500","41205012","50","117","4170959","37774","남양중고입구.기아남양점","337","37.20578333","126.8204333","183992.870485757","411563.770163115"
"(화성)소망운수","4120500","41205012","50","118","4119365","36024","양우내안애","431","37.20278333","126.8235","184263.204877306","411230.525964336"
"(화성)소망운수","4120500","41205012","50","119","4170691","36977","화성시청","710","37.19788333","126.8285833","184713.723756818","410685.219052333"
"(화성)소망운수","4120500","41205012","50","120","4130192","36034","공군부대입구","377","37.19565","126.8318","184998.523235391","410437.428868303"
"(화성)소망운수","4120500","41205012","50","121","4130193","36039","대광아파트","236","37.19421667","126.8337","185167.512773365","410277.687657365"
"(화성)소망운수","4120500","41205013","76","0","4117314","36323","황계동입구","0","37.22428333","127.0197","201687.00000000000","413615.00000000000"
"(화성)소망운수","4120500","41205013","76","1","4117312","36321","황계동","723","37.21795","127.0195833","201671.666565505","412898.40689358"
"(화성)소망운수","4120500","41205013","76","2","4116694","36336","진안5통.병점육교","1493","37.20873333","127.0304167","202633.393338348","411875.711672531"
"(화성)소망운수","4120500","41205013","76","3","4116695","36338","병점역후문","231","37.2069","127.0316333","202741.044439375","411672.720510372"
"(화성)소망운수","4120500","41205013","76","4","4170339","37933","유엔아이","459","37.20325","127.0340833","202958.79146642","411267.992284692"
"(화성)소망운수","4120500","41205013","76","5","4116696","36348","한일타운아파트","463","37.20025","127.03755","203266.859950971","410933.544740009"
"(화성)소망운수","4120500","41205013","76","6","4170482","55036","화성벌말초등학교","551","37.20223333","127.0370333","203220.944869367","411154.49872573"
"(화성)소망운수","4120500","41205013","76","7","4170484","55035","홈플러스","170","37.20341667","127.0358667","203116.910829358","411285.523080631"
"(화성)소망운수","4120500","41205013","76","8","4170486","55031","병점역","427","37.20686667","127.0340333","202953.878431425","411669.128722829"
"(화성)소망운수","4120500","41205013","76","9","4170967","55086","신한에스빌아파트앞","637","37.20896667","127.0395167","203441.158966015","411901.162728402"
"(화성)소망운수","4120500","41205013","76","10","4130128","36355","진안동","727","37.21336667","127.04065","203540.943438835","412389.232385452"
"(화성)소망운수","4120500","41205013","76","11","4122162","55353","진안초교","546","37.21721667","127.0395833","203446.306448223","412816.864323712"
"(화성)소망운수","4120500","41205013","76","12","4170490","55038","미득골마을","395","37.21995","127.03715","203229.471488821","413120.988159488"
"(화성)소망운수","4120500","41205013","76","13","4170491","55032","반정리","1233","37.22853333","127.0343167","202977.697001983","414073.971856311"
"(화성)소망운수","4120500","41205013","76","14","4170489","55033","목양교회","1135","37.23556667","127.04115","203585.115215864","414854.083068193"
"(화성)소망운수","4120500","41205013","76","15","4170497","55029","반정리","1670","37.22841667","127.0341167","202960.143651173","414060.213824595"
"(화성)소망운수","4120500","41205013","76","16","4122161","55352","미득골마을","1205","37.21978333","127.0369","203207.787279303","413102.065013847"
"(화성)소망운수","4120500","41205013","76","17","4170350","55231","진안초교","407","37.21708333","127.0393667","203426.230495139","412803.297858887"
"(화성)소망운수","4120500","41205013","76","18","4130129","36354","진안동","670","37.21301667","127.0393","203420.603373172","412351.155079458"
"(화성)소망운수","4120500","41205013","76","19","4170809","37462","태안119안전센터","297","37.21111667","127.0385333","203353.185617575","412141.025986543"
"(화성)소망운수","4120500","41205013","76","20","4195534","37352","신한에스빌아파트","368","37.20881667","127.0387833","203375.857039426","411884.590880015"
