,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
195,발안삼거리.바다마트,화성종합경기타운사거리,화성문화원.향남환승터미널,화성소방서.향남홈플러스,에일린의뜰,단독주택단지,방축리,향남주공1.2단지,향남부영3단지,하길중학교,향남부영13단지,상신하길로주택,향남부영16단지,향남주공18단지,신영지웰,향남환승터미널,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,장안대후문,삼봉마을.신안인스빌,봉담읍행정복지센터,국민체육센터,봉담중.고등학교,동일하이빌.상봉초등학교,동일하이빌.화성고용센터,동화휴먼시아6단지,동화중학교.동화초등학교,주공5단지,효행초등학교,효행초등학교정문,아이파크정문,신명아파트,수원대입구,수원대학교,임광1.2단지입구,봉담휴먼빌아파트,임광그대가3단지,동화초중교,중심상가.화성고용센터,동화휴먼시아1단지.상봉초등학교,봉담택지지구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,사강종점,사강복지회관,육일리.육교동입구,육일1리.육도리,칠곡리,전곡1리.당고지,전곡1리.화성오일뱅크,전곡2리마을회관.운천동,전곡삼거리마트,하내연수원,쟁이골,광평리.고래몰,광평삼거리,느티나무앞,광평주유소,광평리,상안리,서신중학교후문,매화리,서신초등학교,서신면행정복지센터,사곳입구,영지,백석로입구,백석,백미리입구,용두2리,궁평보건지소,해운교차로,해운경로당,궁평교회,마루교차로,박고지,마루뜰,고잔마을,궁평유원지종점,궁평2리.해운초등학교,용두1리,용두1리.왕모대입구,사곳리.개내기,사곳리마을회관,홍법리,각골,삼밭골,목성머리,사강시장,사강정형외과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,사강종점,사강복지회관,육일리.육교동입구,육일1리.육도리,칠곡리,전곡1리.당고지,전곡1리.화성오일뱅크,전곡2리마을회관.운천동,전곡삼거리마트,하내연수원,쟁이골,광평리.고래몰,광평삼거리,느티나무앞,광평주유소,광평리,상안리,서신중학교후문,매화리,서신초등학교,서신면행정복지센터,사곳입구,영지,백석로입구,백석,백미리입구,용두2리,궁평보건지소,해운교차로,해운경로당,궁평교회,마루교차로,박고지,마루뜰,고잔마을,궁평유원지종점,궁평2리.해운초등학교,서신사거리,목성머리,사강시장,사강정형외과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,사강종점,사강복지회관,육일리.육교동입구,육일1리.육도리,칠곡리,전곡1리.당고지,전곡1리.화성오일뱅크,전곡2리마을회관.운천동,전곡삼거리마트,하내연수원,쟁이골,광평리.고래몰,광평삼거리,느티나무앞,광평주유소,광평리,상안리,서신중학교후문,매화리,서신초등학교,삼밭골,각골,홍법리,사곳리마을회관,사곳리.개내기,용두리,용두1리,해운경로당,궁평교회,마루교차로,박고지,마루뜰,고잔마을,궁평유원지종점,궁평2리.해운초등학교,해운교차로,궁평보건지소,용두2리,백미리입구,백석,백석로입구,영지,사곳입구,서신면행정복지센터,서신사거리,목성머리,사강시장,사강정형외과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,사강종점,사강복지회관,송산중학교,은진화학,중송1리,마산1리,지화1리마을회관,지화리,파인웰,화랑교회,지화2리,지화1리,사강시장,사강정형외과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,사강종점,해문1리.질고개,해문1리,슬항2리,마도면행정복지센터,마도소방서,마도농협,슬항1리.절골,세종슈퍼앞,청원초등학교,청원1리마을회관,청원3리입구,금당리회관,금당2리종점,청원낚시터앞,화도중학교입구,사강정형외과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,사강종점,사강정형외과,봉가1리,삼존2리입구,삼존2리마을회관,삼존3리,슬항3리,외국인보호소,마도사거리,송정1리,송정1리마을회관,원천교회,송림2리.잔다리,원촌동입구,수작이교차로,우림아파트,경기남부수협.보건소,기업은행,남양중고입구.기아남양점,양우내안애,화성시청,공군부대입구,대광아파트,남양뉴타운.양우내안애,남양중고교입구,샘터교차로,원촌동,송정리.큰말,송정리,구리섬앞,구리섬휴게소,삼존리자동차성능시험장,돼지고개.삼존리물미,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,사강종점,사강정형외과,봉가1리,돼지고개.삼존리물미,삼존리,슬항3리,외국인보호소,마도사거리,송정1리,송정1리마을회관,원천교회,송림2리.잔다리,원촌동입구,수작이교차로,우림아파트,경기남부수협.보건소,기업은행,남양중고입구.기아남양점,양우내안애,화성시청,공군부대입구,대광아파트,남양뉴타운.양우내안애,남양중고교입구,샘터교차로,원촌동,송정리.큰말,송정리,구리섬앞,구리섬휴게소,삼존리자동차성능시험장,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,사강종점,사강복지회관,송산중학교,은진화학,중송1리,마산1리,지화1리마을회관,지화리,파인웰,화랑교회,지화2리,지화1리,사강시장,사강정형외과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,사강종점,해문1리.질고개,해문1리,슬항2리,마도면행정복지센터,마도소방서,마도농협,슬항1리.절골,세종슈퍼앞,청원초등학교,청원1리마을회관,청원3리입구,금당리회관,금당2리종점,청원낚시터앞,화도중학교입구,사강정형외과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,사강종점,사강정형외과,봉가1리,삼존2리입구,삼존2리마을회관,삼존3리,슬항3리,외국인보호소,마도소방서,마도농협,슬항1리.절골,세종슈퍼앞,청원초등학교,청원1리마을회관,청원3리입구,청원3리종점,마도면행정복지센터,구리섬앞,구리섬휴게소,삼존리자동차성능시험장,돼지고개.삼존리물미,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,사강종점,사강복지회관,송산중학교,은진화학,중송1리,중송1리마을회관,마산1리,마산1리.청촌농원,마산1리마을회관,신흥유원지,마산초교,마산2리,고포3리,고포3리.구랫골,사강시장,사강정형외과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,사강종점,사강복지회관,송산중학교,은진화학,중송1리,마산1리,마산1리.청촌농원,장문.황해농원,지화1리.현대염전,마산1리마을회관,사강시장,사강정형외과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,사강종점,사강복지회관,송산중학교,은진화학,중송1리,마산1리,지화1리마을회관,지화리,파인웰,화랑교회,지화2리,지화1리,사강시장,사강정형외과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,사강종점,사강정형외과,봉가1리,돼지고개.삼존리물미,삼존리,슬항3리,외국인보호소,마도소방서,마도농협,슬항1리.절골,세종슈퍼앞,청원초등학교,청원1리마을회관,청원3리입구,청원3리종점,화도중학교입구,구리섬앞,구리섬휴게소,삼존리자동차성능시험장,삼존3리,삼존2리마을회관,삼존2리입구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,사강종점,사강복지회관,송산중학교,은진화학,중송1리,마산1리,마산1리.청촌농원,마산1리마을회관,마산2리.도말,고포2리.큰개메기,고포2리마을회관,고포2리,고포3리회관앞,사강시장,사강정형외과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,사강종점,사강복지회관,송산중학교,사강3리.양짓말,인애농원앞,각골입구,천등1리.등굴,천등3리.새말,독지1리.돌내입구,돌내,독지리교회,독지리종점,형도종점,사강시장,사강정형외과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,사강종점,사강복지회관,송산중학교,사강3리.양짓말,인애농원앞,각골입구,천등1리.등굴,천등3리.새말,독지1리.돌내입구,돌내,독지리교회,사강시장,사강정형외과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,사강종점,사강복지회관,송산중학교,사강3리.양짓말,인애농원앞,각골입구,천등1리.등굴,천등3리.새말,독지1리.돌내입구,돌내,독지리교회,독지리종점,독지2리.문지마을,사강시장,사강정형외과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,사강종점,사강복지회관,송산중학교,은진화학,중송1리,마산1리,마산1리.청촌농원,마산1리마을회관,신흥유원지,마산초교,마산2리.탯마당,마산2리.도말,고포2리.큰개메기,고포2리마을회관,고포2리,고포3리회관앞,사강시장,사강정형외과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,사강종점,사강정형외과,봉가1리,삼존2리입구,삼존2리마을회관,삼존3리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,사강종점,사강복지회관,송산중학교,은진화학,중송1리,중송1리마을회관,마산1리,마산1리.청촌농원,마산1리마을회관,신흥유원지,마산초교,마산2리,고포3리,고포3리.구랫골,사강시장,사강정형외과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,사강종점,사강복지회관,송산중학교,사강3리.양짓말,인애농원앞,각골입구,천등1리.등굴,천등3리.새말,독지1리.돌내입구,독지2리.문지마을,독지리종점,형도종점,고포2리.큰개메기,고포2리마을회관,고포2리,고포3리회관앞,고포3리,마산2리,마산초교,신흥유원지,마산1리마을회관,마산1리.청촌농원,마산1리,중송1리,은진화학,사강시장,사강정형외과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
